variant,partyId,profile,seedIndex,decisions,finalScore,qualified,won,firstRoundScore,eventIdSetSize,eventIdSetHash,rankVolatility,pollStdev,rareOrChainOrConflictMoments,ideologyMoveTotal,actorMemoryEntries
A_baseline,rn,beginner,2,31,76,true,true,16.5,31,d3e04d81,0.065,1.56,5,19.32,4
B1_no_opportunistic_randomness,rn,beginner,2,31,90,true,true,21,31,791bf71e,0,2.15,2,8.64,1
B2_no_rare_events,rn,beginner,2,31,79,true,true,17.4,31,61987483,0.097,1.8,1,18.13,2
C_no_narrative_memory,rn,beginner,2,31,83,true,true,18.3,31,d73a5dc1,0.032,1.95,0,5.53,0
E_no_ideology_effects,rn,beginner,2,31,78,true,true,17.2,31,c846fe32,0,1.46,2,0,3
F_no_delayed_consequences,rn,beginner,2,29,74,true,false,16.4,29,6645a5a2,0.103,2.56,4,12.42,3
A_baseline,rn,beginner,3,31,85,true,true,20.1,31,f6703412,0,1.76,5,16.68,3
B1_no_opportunistic_randomness,rn,beginner,3,31,76,true,true,14.9,31,fcffd0e6,0.032,1.59,4,19.36,4
B2_no_rare_events,rn,beginner,3,29,73,true,false,15.6,29,f62e5da6,0.034,1.76,5,14.86,5
C_no_narrative_memory,rn,beginner,3,29,71,true,false,14.6,29,d326b976,0.172,1.7,3,6.16,0
E_no_ideology_effects,rn,beginner,3,29,70,true,false,16.3,29,f1600ccf,0.276,1.26,1,0,2
F_no_delayed_consequences,rn,beginner,3,31,85,true,true,21.1,31,d6e56e71,0.032,1.6,5,16.05,6
A_baseline,rn,beginner,4,29,68,true,false,15.2,29,9f90e8d4,0.034,1.4,1,9.22,2
B1_no_opportunistic_randomness,rn,beginner,4,31,76,true,true,14.7,31,72808e8,0,1.59,1,17.27,1
B2_no_rare_events,rn,beginner,4,29,70,true,false,14.7,29,8a097074,0.069,1.55,3,10.13,3
C_no_narrative_memory,rn,beginner,4,31,78,true,true,14.3,31,1cb228b3,0.032,1.97,0,14.05,0
E_no_ideology_effects,rn,beginner,4,29,70,true,false,17.1,29,8caad3dd,0,1.5,2,0,2
F_no_delayed_consequences,rn,beginner,4,31,80,true,true,16.9,31,8dbee6b9,0.065,1.44,1,13.27,1
A_baseline,rn,beginner,5,29,70,true,false,14.3,29,9c4328b5,0.069,1.55,4,10.63,3
B1_no_opportunistic_randomness,rn,beginner,5,31,80,true,true,16,31,257bf7db,0.161,2.17,2,9.48,4
B2_no_rare_events,rn,beginner,5,31,86,true,true,18.6,31,8ef11939,0.065,1.97,2,21.53,5
C_no_narrative_memory,rn,beginner,5,31,85,true,true,18.8,31,751f43ce,0.161,1.84,5,7.92,0
E_no_ideology_effects,rn,beginner,5,29,74,true,false,19.1,29,97d8c9a4,0.172,1.78,1,0,3
F_no_delayed_consequences,rn,beginner,5,31,81,true,true,17.9,31,aac6162d,0,1.36,2,16.72,2
A_baseline,rn,beginner,6,31,85,true,true,21,31,b947c5d2,0,1.2,3,12.88,5
B1_no_opportunistic_randomness,rn,beginner,6,31,81,true,true,16.9,31,cf497721,0.065,1.72,0,10.6,1
B2_no_rare_events,rn,beginner,6,29,70,true,false,14.9,29,9ed84284,0,1.44,3,17.02,2
C_no_narrative_memory,rn,beginner,6,31,86,true,true,19.6,31,efd6105f,0.065,1.79,0,6.14,0
E_no_ideology_effects,rn,beginner,6,31,75,true,true,15.2,31,c1479fa1,0,1.23,1,0,3
F_no_delayed_consequences,rn,beginner,6,29,77,true,false,19.2,29,6a9d87e3,0,1.29,0,21.3,1
A_baseline,rn,beginner,7,29,71,true,false,14.7,29,ef3a4015,0.034,1.83,3,5.95,4
B1_no_opportunistic_randomness,rn,beginner,7,29,73,true,false,17,29,2becde92,0.069,1.86,1,7.25,1
B2_no_rare_events,rn,beginner,7,31,83,true,true,17.4,31,3689b1c2,0,1.88,1,7.06,2
C_no_narrative_memory,rn,beginner,7,31,77,true,true,15.7,31,7ba27a96,0,1.75,0,18.03,0
E_no_ideology_effects,rn,beginner,7,31,83,true,true,19.8,31,4e5c7ecb,0,1.46,0,0,1
F_no_delayed_consequences,rn,beginner,7,31,84,true,true,19.2,31,677914e,0,1.9,4,9.28,3
A_baseline,reconquete,strategist,0,25,49,false,false,8.6,25,d7e98857,0.08,1.64,0,18.79,1
B1_no_opportunistic_randomness,reconquete,strategist,0,25,52,false,false,9.5,25,4d9b0b2a,0.08,1.17,5,25.08,2
B2_no_rare_events,reconquete,strategist,0,25,54,false,false,10.2,25,eea73bcf,0.36,1.86,1,22.38,1
C_no_narrative_memory,reconquete,strategist,0,25,54,false,false,9.5,25,2204ef8,0.2,1.55,2,18.02,0
E_no_ideology_effects,reconquete,strategist,0,25,51,false,false,10,25,2dbd29c2,0.12,1.01,3,0,3
F_no_delayed_consequences,reconquete,strategist,0,25,52,false,false,8.5,25,ea873960,0.28,1.54,0,17.95,1
A_baseline,reconquete,strategist,1,25,52,false,false,8.5,25,dc131c33,0.16,0.91,2,19.21,3
B1_no_opportunistic_randomness,reconquete,strategist,1,29,79,true,false,13.4,29,c8bd71d0,0.379,1.91,2,19.05,2
B2_no_rare_events,reconquete,strategist,1,25,57,false,false,10.7,25,1e14bb20,0.08,1.13,2,26.06,2
C_no_narrative_memory,reconquete,strategist,1,25,48,false,false,7.8,25,af568c71,0.08,1.17,0,6.78,0
E_no_ideology_effects,reconquete,strategist,1,25,51,false,false,10,25,aca41623,0,1.36,2,0,2
F_no_delayed_consequences,reconquete,strategist,1,25,49,false,false,8.3,25,63b9708d,0.08,1.15,5,22.93,3
A_baseline,reconquete,strategist,2,29,75,true,false,12.4,29,70dad8cd,0.379,1.95,1,19.84,0
B1_no_opportunistic_randomness,reconquete,strategist,2,29,78,true,false,14.1,29,bf6485e3,0.172,1.68,5,16.32,4
B2_no_rare_events,reconquete,strategist,2,25,56,false,false,9.9,25,c045db3b,0.08,1.07,3,21.51,4
C_no_narrative_memory,reconquete,strategist,2,25,63,false,false,12.4,25,e54fcde4,0,1.58,0,15.88,0
E_no_ideology_effects,reconquete,strategist,2,25,54,false,false,10.6,25,2b8e9234,0.12,1.41,5,0,5
F_no_delayed_consequences,reconquete,strategist,2,25,51,false,false,9.4,25,b315ecbf,0.08,0.95,3,11.95,3
A_baseline,reconquete,strategist,3,25,49,false,false,7.6,25,e18fbb15,0,1.52,4,23.67,1
B1_no_opportunistic_randomness,reconquete,strategist,3,31,86,true,true,14.6,31,1de74a5a,0.323,1.75,2,15.66,1
B2_no_rare_events,reconquete,strategist,3,25,46,false,false,6.9,25,75176e5e,0.32,1.37,1,14.62,2
C_no_narrative_memory,reconquete,strategist,3,25,52,false,false,10,25,63b324d9,0.16,1.28,0,7.87,0
E_no_ideology_effects,reconquete,strategist,3,25,51,false,false,10.1,25,178b2008,0.16,0.88,2,0,1
F_no_delayed_consequences,reconquete,strategist,3,25,51,false,false,9.8,25,be516925,0.08,0.85,3,15.03,1
A_baseline,reconquete,strategist,4,25,46,false,false,7.5,25,60593c9a,0,0.78,2,11.34,2
B1_no_opportunistic_randomness,reconquete,strategist,4,25,56,false,false,10.8,25,441493ac,0.24,1.38,0,13.64,1
B2_no_rare_events,reconquete,strategist,4,31,82,true,true,12.3,31,bb90a6cd,0.226,2.11,2,8.61,3
C_no_narrative_memory,reconquete,strategist,4,25,65,false,false,12.1,25,b3920d3c,0.36,1.87,1,21.02,0
E_no_ideology_effects,reconquete,strategist,4,25,48,false,false,9.5,25,41a7822e,0.08,0.8,1,0,2
F_no_delayed_consequences,reconquete,strategist,4,25,58,false,false,10.2,25,97ccb625,0.16,1.43,1,19.87,2
A_baseline,reconquete,strategist,5,25,65,false,false,12.6,25,ae5a4930,0.24,1.19,4,19.06,5
B1_no_opportunistic_randomness,reconquete,strategist,5,25,44,false,false,7.4,25,8ab9d5d8,0,0.89,5,23.02,3
B2_no_rare_events,reconquete,strategist,5,29,80,true,false,14.7,29,617063d1,0.207,1.57,2,17.57,3
C_no_narrative_memory,reconquete,strategist,5,25,62,false,false,11.1,25,797da398,0.08,1.59,0,26.61,0
E_no_ideology_effects,reconquete,strategist,5,29,73,true,false,12.9,29,1c91c373,0.207,1.32,2,0,2
F_no_delayed_consequences,reconquete,strategist,5,25,58,false,false,10.6,25,c5dfb4a6,0.16,1.98,5,26.49,3
A_baseline,reconquete,strategist,6,25,64,false,false,12.1,25,b9d9070,0.16,1.64,0,18.1,2
B1_no_opportunistic_randomness,reconquete,strategist,6,25,55,false,false,9.7,25,6cd84502,0.08,1.06,0,26.77,1
B2_no_rare_events,reconquete,strategist,6,25,49,false,false,7.7,25,2c700005,0,1.26,1,9.76,2
C_no_narrative_memory,reconquete,strategist,6,25,58,false,false,10.3,25,abf9d348,0.28,1.82,0,26.61,0
E_no_ideology_effects,reconquete,strategist,6,25,52,false,false,9.3,25,e1b692e0,0,1.06,2,0,1
F_no_delayed_consequences,reconquete,strategist,6,25,60,false,false,12,25,967becc3,0.08,1.38,2,18.93,2
A_baseline,reconquete,strategist,7,25,59,false,false,11.4,25,dc5475fe,0.36,1.7,2,16.34,3
B1_no_opportunistic_randomness,reconquete,strategist,7,25,51,false,false,8.5,25,e8104c9,0.04,1.81,1,18.57,1
B2_no_rare_events,reconquete,strategist,7,25,49,false,false,9.1,25,c46d83ec,0,1.06,1,15.62,1
C_no_narrative_memory,reconquete,strategist,7,25,47,false,false,7.9,25,3d79f1d0,0.24,1.48,1,14.56,0
E_no_ideology_effects,reconquete,strategist,7,25,49,false,false,8.3,25,a9f8659e,0.16,1.47,0,0,1
F_no_delayed_consequences,reconquete,strategist,7,25,48,false,false,9,25,6ff41da,0.08,0.88,6,20.02,4
A_baseline,reconquete,cautious,0,25,61,false,false,12,25,eabe27d4,0.4,2.46,3,7.54,2
B1_no_opportunistic_randomness,reconquete,cautious,0,25,63,false,false,11.5,25,80ed61f6,0.4,1.55,3,5.66,2
B2_no_rare_events,reconquete,cautious,0,25,63,false,false,11.8,25,c69e44ce,0.24,2.09,4,15.05,3
C_no_narrative_memory,reconquete,cautious,0,25,46,false,false,7.4,25,2204ef8,0.08,1.27,2,10.25,0
E_no_ideology_effects,reconquete,cautious,0,29,76,true,false,13.9,29,7c51e214,0.172,1.28,0,0,0
F_no_delayed_consequences,reconquete,cautious,0,25,50,false,false,7.8,25,ea873960,0.24,1.64,0,21.62,1
A_baseline,reconquete,cautious,1,25,53,false,false,8.9,25,9c19f435,0.28,1.16,4,10.99,3
B1_no_opportunistic_randomness,reconquete,cautious,1,29,78,true,false,13,29,b06b5322,0.276,1.87,2,11.42,2
B2_no_rare_events,reconquete,cautious,1,25,59,false,false,11.4,25,788d8ddf,0.32,1.24,2,13.27,2
C_no_narrative_memory,reconquete,cautious,1,25,47,false,false,7.5,25,cf2a18a0,0.12,1.23,0,2.78,0
E_no_ideology_effects,reconquete,cautious,1,25,54,false,false,10.5,25,aca41623,0.12,1.55,2,0,2
F_no_delayed_consequences,reconquete,cautious,1,25,48,false,false,8.4,25,a421e485,0.08,1.26,5,16.37,4
A_baseline,reconquete,cautious,2,29,79,true,false,13.7,29,41f91979,0.345,1.66,1,15.25,1
B1_no_opportunistic_randomness,reconquete,cautious,2,31,84,true,true,13.7,31,f99db22b,0.355,2.06,5,4.28,2
B2_no_rare_events,reconquete,cautious,2,31,87,true,true,13.6,31,80a4953e,0.387,1.93,5,13.68,3
C_no_narrative_memory,reconquete,cautious,2,31,85,true,true,13.2,31,336746ec,0.29,2.23,0,11.97,0
E_no_ideology_effects,reconquete,cautious,2,25,59,false,false,12.2,25,28a1907c,0.16,1.53,5,0,4
F_no_delayed_consequences,reconquete,cautious,2,25,53,false,false,10.5,25,a30dfcfa,0.32,1.25,6,14.41,5
A_baseline,reconquete,cautious,3,25,48,false,false,7.7,25,ae74c2d2,0.08,1.69,4,18.28,2
B1_no_opportunistic_randomness,reconquete,cautious,3,31,89,true,true,15.7,31,90a365b4,0.452,2.26,2,19.04,1
B2_no_rare_events,reconquete,cautious,3,25,56,false,false,9.9,25,4552c406,0.52,2.06,1,22.16,2
C_no_narrative_memory,reconquete,cautious,3,25,62,false,false,11.8,25,c8ec4ed4,0.24,1.46,1,11.33,0
E_no_ideology_effects,reconquete,cautious,3,25,54,false,false,10,25,715e3c2a,0.24,1.5,0,0,2
F_no_delayed_consequences,reconquete,cautious,3,31,83,true,true,12.5,31,16bcf180,0.258,1.67,2,13.29,1
A_baseline,reconquete,cautious,4,25,54,false,false,9.3,25,9d5d98a9,0.08,1.37,2,14.88,2
B1_no_opportunistic_randomness,reconquete,cautious,4,25,53,false,false,10.7,25,42efedb2,0.2,1.5,2,6.77,2
B2_no_rare_events,reconquete,cautious,4,25,52,false,false,10.4,25,30dfb684,0,1.25,2,11.73,4
C_no_narrative_memory,reconquete,cautious,4,25,65,false,false,12.2,25,aa8290a2,0.32,1.79,1,20.97,0
E_no_ideology_effects,reconquete,cautious,4,25,53,false,false,10.7,25,41a7822e,0.2,1.09,1,0,2
F_no_delayed_consequences,reconquete,cautious,4,25,56,false,false,10.1,25,a440032c,0.28,1.38,1,15.61,0
A_baseline,reconquete,cautious,5,25,57,false,false,10.3,25,433b0618,0.36,1.75,3,18.62,1
B1_no_opportunistic_randomness,reconquete,cautious,5,25,54,false,false,9.5,25,fa7feb21,0.32,1.64,6,15.9,2
B2_no_rare_events,reconquete,cautious,5,31,89,true,true,15.8,31,46d11d84,0.419,1.83,2,7.91,3
C_no_narrative_memory,reconquete,cautious,5,25,65,false,false,12.1,25,e9d7ca41,0.24,1.87,2,11.45,0
E_no_ideology_effects,reconquete,cautious,5,29,76,true,false,13.5,29,1c91c373,0.207,1.48,2,0,2
F_no_delayed_consequences,reconquete,cautious,5,25,66,false,false,12.6,25,c0e32c6c,0.32,2.5,4,14.98,2
A_baseline,reconquete,cautious,6,25,66,false,false,12.8,25,5ccc6cb4,0.32,1.86,1,5.43,2
B1_no_opportunistic_randomness,reconquete,cautious,6,25,55,false,false,9.6,25,4f63fdd,0.24,1.32,0,14.25,1
B2_no_rare_events,reconquete,cautious,6,25,58,false,false,9.9,25,d5fbb9b2,0.32,1.9,2,19.19,2
C_no_narrative_memory,reconquete,cautious,6,25,49,false,false,8.3,25,ebdedfd9,0,1.58,1,19.18,0
E_no_ideology_effects,reconquete,cautious,6,25,49,false,false,9,25,e1b692e0,0.04,1.1,2,0,1
F_no_delayed_consequences,reconquete,cautious,6,25,64,false,false,12.8,25,967becc3,0.28,1.65,2,15.26,2
A_baseline,reconquete,cautious,7,25,54,false,false,10.3,25,20e72b32,0.24,1.5,2,11.7,3
B1_no_opportunistic_randomness,reconquete,cautious,7,25,54,false,false,10.4,25,7b17fd82,0.12,1.7,2,12.23,2
B2_no_rare_events,reconquete,cautious,7,25,53,false,false,10.6,25,239c5559,0.24,1.23,2,15.4,3
C_no_narrative_memory,reconquete,cautious,7,25,51,false,false,8.7,25,79b612dd,0.2,1.79,1,10.95,0
E_no_ideology_effects,reconquete,cautious,7,25,44,false,false,6.9,25,a9f8659e,0.08,1.14,0,0,1
F_no_delayed_consequences,reconquete,cautious,7,25,55,false,false,10.6,25,e19530dd,0.28,1.17,4,13.56,3
A_baseline,reconquete,beginner,0,25,55,false,false,10,25,daa57c3f,0.2,1.95,0,12.61,1
B1_no_opportunistic_randomness,reconquete,beginner,0,31,85,true,true,12.3,31,652d875f,0.387,1.87,5,15.45,2
B2_no_rare_events,reconquete,beginner,0,29,79,true,false,12.6,29,d83d6ac3,0.31,2.45,1,18.13,2
C_no_narrative_memory,reconquete,beginner,0,25,54,false,false,9.8,25,8383d579,0.24,1.67,3,16.52,0
E_no_ideology_effects,reconquete,beginner,0,25,60,false,false,11.3,25,2dbd29c2,0.24,1.27,3,0,2
F_no_delayed_consequences,reconquete,beginner,0,25,46,false,false,6.8,25,ea873960,0.16,1.31,0,27.34,1
A_baseline,reconquete,beginner,1,25,54,false,false,9,25,9c19f435,0.24,1.19,4,7.83,3
B1_no_opportunistic_randomness,reconquete,beginner,1,31,89,true,true,14.5,31,ab8e8b2,0.323,2.28,2,14.42,3
B2_no_rare_events,reconquete,beginner,1,25,56,false,false,10.8,25,d15b7d4a,0.12,1.11,3,18,3
C_no_narrative_memory,reconquete,beginner,1,25,48,false,false,8,25,715755b,0.04,1.29,0,15.68,0
E_no_ideology_effects,reconquete,beginner,1,25,54,false,false,10.4,25,aca41623,0.16,1.53,2,0,2
F_no_delayed_consequences,reconquete,beginner,1,25,52,false,false,8.9,25,8280b2b8,0.2,1.53,4,14.34,5
A_baseline,reconquete,beginner,2,25,47,false,false,8.8,25,64408015,0.16,1.32,1,22.89,0
B1_no_opportunistic_randomness,reconquete,beginner,2,29,83,true,false,15.7,29,3f7c346,0.241,2.24,5,19.42,3
B2_no_rare_events,reconquete,beginner,2,29,80,true,false,13.2,29,dd2e9246,0.241,1.98,5,18.35,3
C_no_narrative_memory,reconquete,beginner,2,25,62,false,false,12.3,25,ee420ae3,0.16,1.64,0,12.22,0
E_no_ideology_effects,reconquete,beginner,2,25,54,false,false,10.7,25,2b8e9234,0.16,1.53,5,0,4
F_no_delayed_consequences,reconquete,beginner,2,31,85,true,true,12.3,31,7770443f,0.387,1.86,0,21.78,2
A_baseline,reconquete,beginner,3,25,54,false,false,8.6,25,72dfaeaa,0.12,1.84,3,21.98,3
B1_no_opportunistic_randomness,reconquete,beginner,3,31,90,true,true,15.4,31,e556a8be,0.419,2.07,3,18.26,1
B2_no_rare_events,reconquete,beginner,3,25,53,false,false,8.7,25,af5f5ffe,0.56,1.77,1,32.08,1
C_no_narrative_memory,reconquete,beginner,3,25,59,false,false,11.3,25,63b324d9,0.16,1.29,0,6.88,0
E_no_ideology_effects,reconquete,beginner,3,25,60,false,false,11.5,25,178b2008,0.2,1.18,2,0,1
F_no_delayed_consequences,reconquete,beginner,3,25,60,false,false,11.1,25,ca4fe837,0.08,1.04,2,15.85,1
A_baseline,reconquete,beginner,4,25,52,false,false,8.9,25,9b6517c4,0.16,1.14,4,17.21,4
B1_no_opportunistic_randomness,reconquete,beginner,4,25,56,false,false,10.1,25,fd691fee,0.2,1.32,3,20.06,2
B2_no_rare_events,reconquete,beginner,4,29,79,true,false,13.2,29,25596fef,0.207,2.31,2,15.28,3
C_no_narrative_memory,reconquete,beginner,4,31,87,true,true,13.2,31,ad9f1c93,0.194,2.24,1,28.05,0
E_no_ideology_effects,reconquete,beginner,4,25,54,false,false,10.9,25,41a7822e,0.24,1.12,1,0,2
F_no_delayed_consequences,reconquete,beginner,4,25,57,false,false,10.1,25,b2b443a,0.28,1.34,2,20.27,0
A_baseline,reconquete,beginner,5,29,84,true,false,14.7,29,9034f300,0.586,1.91,5,16.91,5
B1_no_opportunistic_randomness,reconquete,beginner,5,25,55,false,false,9.7,25,8b9ade23,0.24,1.56,4,18.67,2
B2_no_rare_events,reconquete,beginner,5,31,91,true,true,16,31,53d8fb53,0.29,2.13,2,27.47,3
C_no_narrative_memory,reconquete,beginner,5,25,66,false,false,11.9,25,a341eae8,0.2,1.85,1,16.32,0
E_no_ideology_effects,reconquete,beginner,5,29,75,true,false,13,29,1c91c373,0.207,1.34,2,0,2
F_no_delayed_consequences,reconquete,beginner,5,25,60,false,false,12,25,ec3db0c7,0.32,2.27,3,19.93,2
A_baseline,reconquete,beginner,6,25,68,false,false,12.9,25,4b962ad7,0.28,1.8,1,15.54,2
B1_no_opportunistic_randomness,reconquete,beginner,6,25,58,false,false,10.7,25,69f04b9b,0.36,1.42,2,16.85,1
B2_no_rare_events,reconquete,beginner,6,25,52,false,false,8.4,25,3643141e,0.28,1.48,1,12.69,3
C_no_narrative_memory,reconquete,beginner,6,25,51,false,false,8.7,25,f5051a34,0,1.67,2,32.02,0
E_no_ideology_effects,reconquete,beginner,6,25,55,false,false,10.3,25,e1b692e0,0.16,1.37,2,0,1
F_no_delayed_consequences,reconquete,beginner,6,31,84,true,true,13.5,31,138e85f4,0.484,1.78,2,19.97,2
A_baseline,reconquete,beginner,7,25,67,false,false,12.9,25,aaf9c2a,0.44,2.06,2,19.7,5
B1_no_opportunistic_randomness,reconquete,beginner,7,25,48,false,false,7.4,25,b4935f7c,0,1.52,0,13.67,1
B2_no_rare_events,reconquete,beginner,7,25,58,false,false,10.6,25,1c4ebabb,0.2,1.41,1,17.33,1
C_no_narrative_memory,reconquete,beginner,7,25,59,false,false,10.7,25,d615051a,0.32,1.97,3,22.04,0
E_no_ideology_effects,reconquete,beginner,7,25,50,false,false,8.3,25,a9f8659e,0.2,1.5,0,0,2
F_no_delayed_consequences,reconquete,beginner,7,25,66,false,false,11.9,25,178672d3,0.24,1.53,5,16.08,3
A_baseline,nouvelle_energie,strategist,0,31,88,true,true,15.6,31,249d62aa,0.161,1.54,2,13.97,3
B1_no_opportunistic_randomness,nouvelle_energie,strategist,0,31,92,true,true,19,31,77078571,0.226,1.6,2,9.98,0
B2_no_rare_events,nouvelle_energie,strategist,0,31,85,true,true,15.8,31,123a21a8,0.258,1.96,4,23.27,3
C_no_narrative_memory,nouvelle_energie,strategist,0,31,88,true,true,15.8,31,b3ce55cd,0.355,1.16,2,22.05,0
E_no_ideology_effects,nouvelle_energie,strategist,0,31,84,true,true,14.3,31,d20dcd9e,0.355,1.18,0,0,1
F_no_delayed_consequences,nouvelle_energie,strategist,0,25,66,false,false,13,25,18ed77d6,0.4,1.28,1,21.38,1
A_baseline,nouvelle_energie,strategist,1,31,84,true,true,15.6,31,6698da2e,0.226,0.98,2,18.23,3
B1_no_opportunistic_randomness,nouvelle_energie,strategist,1,31,89,true,true,15.7,31,98323a82,0.29,1.6,2,25.15,2
B2_no_rare_events,nouvelle_energie,strategist,1,31,86,true,true,14.3,31,3e4ce46,0.129,1.13,4,10.75,4
C_no_narrative_memory,nouvelle_energie,strategist,1,31,82,true,true,14,31,3905a82f,0.355,0.97,0,10.12,0
E_no_ideology_effects,nouvelle_energie,strategist,1,31,84,true,true,15.2,31,c21a6a7a,0.194,1.6,2,0,2
F_no_delayed_consequences,nouvelle_energie,strategist,1,25,61,false,false,12.6,25,f90ab4ce,0.32,1.17,4,15.18,3
A_baseline,nouvelle_energie,strategist,2,25,57,false,false,11.8,25,77e1fb82,0.28,0.65,3,16.42,1
B1_no_opportunistic_randomness,nouvelle_energie,strategist,2,31,87,true,true,14.8,31,2e22d0e5,0.032,1.79,1,18.76,1
B2_no_rare_events,nouvelle_energie,strategist,2,29,77,true,false,13.6,29,1661a399,0.31,1.08,1,22.35,1
C_no_narrative_memory,nouvelle_energie,strategist,2,25,64,false,false,12.1,25,3b49c147,0.24,1.45,0,22.01,0
E_no_ideology_effects,nouvelle_energie,strategist,2,31,87,true,true,17.4,31,36833971,0.323,1.26,3,0,2
F_no_delayed_consequences,nouvelle_energie,strategist,2,31,85,true,true,13.7,31,6dc73dda,0.097,1.14,1,20.71,0
A_baseline,nouvelle_energie,strategist,3,25,62,false,false,12.4,25,ec92862c,0.44,0.98,2,23.18,2
B1_no_opportunistic_randomness,nouvelle_energie,strategist,3,31,90,true,true,17.4,31,697a7ffc,0.226,1.5,0,29.57,1
B2_no_rare_events,nouvelle_energie,strategist,3,31,91,true,true,17.5,31,aa2d03fd,0.29,1.81,4,15.44,3
C_no_narrative_memory,nouvelle_energie,strategist,3,31,85,true,true,15.9,31,9a6b082,0.516,1.49,0,18.09,0
E_no_ideology_effects,nouvelle_energie,strategist,3,31,86,true,true,17.6,31,e2751bec,0.323,1.33,5,0,4
F_no_delayed_consequences,nouvelle_energie,strategist,3,31,84,true,true,13.6,31,7804d743,0.29,1.46,4,20.77,3
A_baseline,nouvelle_energie,strategist,4,25,65,false,false,13.6,25,a2450996,0.64,1.62,1,10.15,2
B1_no_opportunistic_randomness,nouvelle_energie,strategist,4,25,65,false,false,13.6,25,fe8c4c5b,0.2,1.58,1,20.73,1
B2_no_rare_events,nouvelle_energie,strategist,4,31,88,true,true,15.6,31,6ef64f31,0.29,1.54,2,7.67,2
C_no_narrative_memory,nouvelle_energie,strategist,4,31,90,true,true,15.8,31,3078b872,0.258,1.55,0,26.46,0
E_no_ideology_effects,nouvelle_energie,strategist,4,31,83,true,true,14.7,31,db787014,0.29,0.99,0,0,0
F_no_delayed_consequences,nouvelle_energie,strategist,4,31,86,true,true,14.2,31,825586cc,0.194,1.13,1,15.66,2
A_baseline,nouvelle_energie,strategist,5,29,83,true,false,16.3,29,2287ae08,0.241,1.99,4,18,1
B1_no_opportunistic_randomness,nouvelle_energie,strategist,5,31,91,true,true,18,31,7720eb45,0.258,1.51,3,10.75,3
B2_no_rare_events,nouvelle_energie,strategist,5,31,87,true,true,15.6,31,a2c6f8b7,0.194,1.65,1,22.73,2
C_no_narrative_memory,nouvelle_energie,strategist,5,31,88,true,true,15.4,31,9ad40dc9,0.226,1.25,0,18.34,0
E_no_ideology_effects,nouvelle_energie,strategist,5,29,73,true,false,12.2,29,de25a258,0.414,1.44,1,0,1
F_no_delayed_consequences,nouvelle_energie,strategist,5,31,87,true,true,16.9,31,a247b3d9,0.355,1.54,2,24.01,2
A_baseline,nouvelle_energie,strategist,6,31,84,true,true,15.8,31,37fdcb78,0.161,0.89,0,21.03,2
B1_no_opportunistic_randomness,nouvelle_energie,strategist,6,31,87,true,true,13.2,31,4159f5f,0.226,1.65,0,28.46,1
B2_no_rare_events,nouvelle_energie,strategist,6,31,86,true,true,15.4,31,4d379579,0.258,1.32,0,23.25,3
C_no_narrative_memory,nouvelle_energie,strategist,6,31,84,true,true,14.3,31,3b9488c5,0.484,1.09,2,22.57,0
E_no_ideology_effects,nouvelle_energie,strategist,6,31,85,true,true,16,31,cc4a1f62,0.323,1.61,0,0,1
F_no_delayed_consequences,nouvelle_energie,strategist,6,31,86,true,true,15.7,31,e74aa36e,0.194,1.4,3,24.3,4
A_baseline,nouvelle_energie,strategist,7,31,89,true,true,15.6,31,4a522b27,0.194,1.52,3,18.52,2
B1_no_opportunistic_randomness,nouvelle_energie,strategist,7,31,90,true,true,16.2,31,e3dafffb,0.129,2.39,2,19.28,1
B2_no_rare_events,nouvelle_energie,strategist,7,31,88,true,true,15.3,31,c92be1e1,0.129,1.14,1,15.35,3
C_no_narrative_memory,nouvelle_energie,strategist,7,31,88,true,true,15.1,31,1fb85204,0.29,1.43,0,13.94,0
E_no_ideology_effects,nouvelle_energie,strategist,7,31,84,true,true,14.2,31,dc369988,0.29,1.78,0,0,2
F_no_delayed_consequences,nouvelle_energie,strategist,7,31,85,true,true,13.9,31,778f4b11,0.387,1.62,3,5.45,1
A_baseline,nouvelle_energie,cautious,0,31,92,true,true,16.8,31,10a95564,0.194,1.74,3,5.96,3
B1_no_opportunistic_randomness,nouvelle_energie,cautious,0,31,91,true,true,17.7,31,57d5825,0.29,1.46,1,14.08,0
B2_no_rare_events,nouvelle_energie,cautious,0,31,93,true,true,16.9,31,d4bbf3e0,0.161,2.34,0,11.92,0
C_no_narrative_memory,nouvelle_energie,cautious,0,31,91,true,true,16.8,31,606ae90a,0.226,1.53,2,13.58,0
E_no_ideology_effects,nouvelle_energie,cautious,0,31,86,true,true,14.2,31,789ac272,0.161,1.28,0,0,1
F_no_delayed_consequences,nouvelle_energie,cautious,0,25,60,false,false,12.3,25,93d68544,0.16,1.43,1,11.55,0
A_baseline,nouvelle_energie,cautious,1,31,86,true,true,15.6,31,3b3e840c,0.258,1.03,2,10.31,3
B1_no_opportunistic_randomness,nouvelle_energie,cautious,1,31,86,true,true,14.1,31,8ddcc0ca,0.258,1.44,2,12.84,2
B2_no_rare_events,nouvelle_energie,cautious,1,31,92,true,true,17.3,31,8b08307d,0.097,1.69,2,11.49,4
C_no_narrative_memory,nouvelle_energie,cautious,1,31,86,true,true,14.3,31,98796f5e,0.194,1.07,0,10.71,0
