margin_d0,margin_d0.25,margin_d0.4,margin_d0.5,margin_d0.62,margin_d0.75,margin_d1,runKey,agent,finalistLeft,finalistRight,r1ScoreLeft,r1ScoreRight,r1Margin,r2ScoreLeft,r2ScoreRight,r2Margin,r2Winner,favoriteAtR1,favoriteWonR2,playerIsFinalist,playerWon,turnout,detLeftAt62,detRightAt62,detMarginAt62,detMarginAt100,detMarginAt0,retainedShareLeft,retainedShareRight,transferredShareLeft,transferredShareRight,dampingContributionToMargin
5.02,5.76,6.22,6.5,6.86,7.24,7.98,ecologistes:parti_dabord:119,parti_dabord,ecologistes,ps,16.2,13.2,3,52.9,47.1,5.8,ecologistes,ecologistes,true,true,true,70.7,53.43,46.57,6.86,7.98,5.02,56.3,43.7,21.02,19.77,1.12
3.72,7.5,9.78,11.3,13.12,15.1,18.9,ecologistes:parti_dabord:120,parti_dabord,ecologistes,rn,16.8,14.4,2.4,56.4,43.6,12.8,ecologistes,ecologistes,true,true,true,71.9,56.56,43.44,13.12,18.9,3.72,54.8,45.2,25.95,19.03,5.78
7.02,7.32,7.5,7.62,7.76,7.92,8.22,ecologistes:parti_dabord:121,parti_dabord,ecologistes,nouvelle_energie,19.2,13.6,5.6,56.5,43.5,13,ecologistes,ecologistes,true,true,true,72.5,53.88,46.12,7.76,8.22,7.02,59.4,40.6,25.41,24.81,0.46
4.66,4.12,3.78,3.56,3.3,3.02,2.48,ecologistes:parti_dabord:122,parti_dabord,ecologistes,ps,17.1,14.3,2.8,56.5,43.5,13,ecologistes,ecologistes,true,true,true,70.8,51.65,48.35,3.3,2.48,4.66,55.5,44.5,19.02,19.93,-0.82
6.7,4.92,3.84,3.12,2.26,1.32,0.48,ecologistes:parti_dabord:123,parti_dabord,ecologistes,nouvelle_energie,18.8,13.6,5.2,53.8,46.2,7.6,ecologistes,ecologistes,true,true,true,72.5,51.13,48.87,2.26,0.48,6.7,59,41,23.45,27.02,-1.78
4.44,7.96,10.06,11.46,13.16,14.98,18.5,ecologistes:parti_dabord:124,parti_dabord,ecologistes,rn,19.1,16.3,2.8,55.8,44.2,11.6,ecologistes,ecologistes,true,true,true,71.9,56.58,43.42,13.16,18.5,4.44,55,45,23.5,17.14,5.34
10.4,11.04,11.42,11.68,11.98,12.3,12.94,ecologistes:parti_dabord:125,parti_dabord,ecologistes,ps,19.6,12.6,7,51.3,48.7,2.6,ecologistes,ecologistes,true,true,true,70.9,55.99,44.01,11.98,12.94,10.4,62.1,37.9,20.12,19.03,0.96
10.38,11.06,11.48,11.76,12.08,12.44,13.14,ecologistes:parti_dabord:126,parti_dabord,ecologistes,nouvelle_energie,21.7,13.3,8.4,58.8,41.2,17.6,ecologistes,ecologistes,true,true,true,72.7,56.04,43.96,12.08,13.14,10.38,63,37,24.9,23.52,1.06
9.22,11.52,12.92,13.84,14.94,16.14,18.46,ecologistes:parti_dabord:127,parti_dabord,ecologistes,rn,19.5,12.8,6.7,58.6,41.4,17.2,ecologistes,ecologistes,true,true,true,71.6,57.47,42.53,14.94,18.46,9.22,61.3,38.7,23.42,19.29,3.52
3.38,5.66,7.02,7.94,9.04,10.24,12.52,ecologistes:parti_dabord:128,parti_dabord,ecologistes,rn,16.7,14.6,2.1,52.2,47.8,4.4,ecologistes,ecologistes,true,true,true,71.7,54.52,45.48,9.04,12.52,3.38,54.3,45.7,23.91,19.81,3.48
10.16,9.2,8.64,8.26,7.8,7.3,6.36,ecologistes:parti_dabord:130,parti_dabord,ecologistes,horizons,22.4,14.6,7.8,48.5,51.5,3,horizons,ecologistes,false,true,false,72.4,53.9,46.1,7.8,6.36,10.16,61.9,38.1,21.69,23.56,-1.44
7.3,7.8,8.1,8.32,8.56,8.82,9.32,ecologistes:parti_dabord:131,parti_dabord,ecologistes,lfi,19.1,13.8,5.3,54.6,45.4,9.2,ecologistes,ecologistes,true,true,true,71.1,54.28,45.72,8.56,9.32,7.3,58.4,41.6,19.99,19.13,0.76
8.6,11.66,13.5,14.72,16.2,17.78,20.84,ecologistes:parti_dabord:132,parti_dabord,ecologistes,rn,19.6,13.4,6.2,56.4,43.6,12.8,ecologistes,ecologistes,true,true,true,71.6,58.1,41.9,16.2,20.84,8.6,60.3,39.7,23.73,18.25,4.64
0.48,1.38,1.92,2.26,2.7,3.16,4.06,ecologistes:parti_dabord:133,parti_dabord,horizons,ecologistes,14.7,14.4,0.3,45.9,54.1,8.2,ecologistes,horizons,false,true,true,72,48.65,51.35,2.7,4.06,0.48,49.3,50.7,24.48,26.18,1.36
12.12,13.72,14.66,15.3,16.06,16.88,18.46,ecologistes:parti_dabord:134,parti_dabord,ecologistes,lr,21.2,11.6,9.6,57.7,42.3,15.4,ecologistes,ecologistes,true,true,true,72.4,58.03,41.97,16.06,18.46,12.12,65.6,34.4,25.3,22.25,2.4
7.46,7.94,8.24,8.44,8.66,8.92,9.42,ecologistes:parti_dabord:135,parti_dabord,ecologistes,ps,20.7,15.8,4.9,54.3,45.7,8.6,ecologistes,ecologistes,true,true,true,71,54.33,45.67,8.66,9.42,7.46,57.8,42.2,18.74,17.89,0.76
10.7,9.94,9.48,9.18,8.82,8.42,7.66,ecologistes:parti_dabord:136,parti_dabord,ecologistes,horizons,22.5,14.1,8.4,49.3,50.7,1.4,horizons,ecologistes,false,true,false,72.4,54.41,45.59,8.82,7.66,10.7,62.6,37.4,22.08,23.57,-1.16
7.28,7.22,7.18,7.16,7.14,7.12,7.06,ecologistes:parti_dabord:137,parti_dabord,ecologistes,ps,17.9,13.1,4.8,49.9,50.1,0.2,ps,ecologistes,false,true,false,70.9,53.57,46.43,7.14,7.06,7.28,58.8,41.2,20.11,20.2,-0.08
8.08,8.56,8.86,9.06,9.3,9.56,10.06,ecologistes:parti_dabord:138,parti_dabord,ecologistes,ps,21.1,15.7,5.4,58.8,41.2,17.6,ecologistes,ecologistes,true,true,true,71.2,54.65,45.35,9.3,10.06,8.08,58.5,41.5,18.81,17.94,0.76
1.1,0.76,0.56,0.42,0.26,0.08,0.26,ecologistes:parti_dabord:139,parti_dabord,ps,ecologistes,15.5,14,1.5,54.9,45.1,9.8,ps,ps,true,true,false,70.7,50.13,49.87,0.26,0.26,1.1,51.4,48.6,19.93,20.49,0
6.42,5.76,5.36,5.1,4.78,4.44,3.8,ecologistes:parti_dabord:140,parti_dabord,ecologistes,lr,17.7,12.8,4.9,50.3,49.7,0.6,ecologistes,ecologistes,true,true,true,72.7,52.39,47.61,4.78,3.8,6.42,59.1,40.9,25.01,26.3,-0.98
1.98,2.9,3.44,3.8,4.24,4.72,5.62,ecologistes:parti_dabord:141,parti_dabord,ecologistes,nouvelle_energie,17.1,15.9,1.2,55.5,44.5,11,ecologistes,ecologistes,true,true,true,72.8,52.12,47.88,4.24,5.62,1.98,52.7,47.3,26.21,24.39,1.38
6.82,6.24,5.9,5.68,5.4,5.1,4.54,ecologistes:parti_dabord:142,parti_dabord,ecologistes,horizons,20.6,15.5,5.1,48.8,51.2,2.4,horizons,ecologistes,false,true,false,72.2,52.7,47.3,5.4,4.54,6.82,58.1,41.9,21.91,23.01,-0.86
12.38,14.48,15.76,16.6,17.62,18.7,20.82,ecologistes:parti_dabord:143,parti_dabord,ecologistes,rn,22.5,13.3,9.2,53.2,46.8,6.4,ecologistes,ecologistes,true,true,true,72,58.81,41.19,17.62,20.82,12.38,63.8,36.2,22.23,18.38,3.2
5.32,5.28,5.26,5.24,5.22,5.2,5.16,ecologistes:parti_dabord:144,parti_dabord,ecologistes,horizons,18.3,14.5,3.8,54.4,45.6,8.8,ecologistes,ecologistes,true,true,true,72.2,52.61,47.39,5.22,5.16,5.32,57,43,24.14,24.21,-0.06
6.48,6.64,6.72,6.78,6.84,6.92,7.06,ecologistes:parti_dabord:145,parti_dabord,ecologistes,ps,18.2,14.1,4.1,55.9,44.1,11.8,ecologistes,ecologistes,true,true,true,70.9,53.42,46.58,6.84,7.06,6.48,57.5,42.5,19.47,19.23,0.22
10.48,10.6,10.66,10.7,10.76,10.8,10.92,ecologistes:parti_dabord:146,parti_dabord,ecologistes,ps,19.7,12.5,7.2,59.4,40.6,18.8,ecologistes,ecologistes,true,true,true,70.9,55.38,44.62,10.76,10.92,10.48,62.3,37.7,19.85,19.67,0.16
9.28,8.64,8.26,8,7.7,7.38,6.74,ecologistes:parti_dabord:147,parti_dabord,ecologistes,horizons,19.5,12.3,7.2,54.2,45.8,8.4,ecologistes,ecologistes,true,true,true,72.1,53.85,46.15,7.7,6.74,9.28,62.4,37.6,23.72,24.94,-0.96
2.64,2.84,2.96,3.04,3.12,3.24,3.42,ecologistes:parti_dabord:148,parti_dabord,ecologistes,horizons,15.8,14.3,1.5,48.6,51.4,2.8,horizons,ecologistes,false,true,false,72.2,51.56,48.44,3.12,3.42,2.64,53.7,46.3,25.25,24.87,0.3
13.76,16.56,18.26,19.38,20.72,22.2,25,ecologistes:parti_dabord:149,parti_dabord,ecologistes,rn,23.2,12.7,10.5,62.1,37.9,24.2,ecologistes,ecologistes,true,true,true,72,60.36,39.64,20.72,25,13.76,65.4,34.6,23.09,17.93,4.28
1.36,1.38,1.38,1.4,1.42,1.42,1.44,ecologistes:parti_dabord:150,parti_dabord,ecologistes,ps,16.7,16.4,0.3,46.6,53.4,6.8,ps,ecologistes,false,true,false,70.9,50.71,49.29,1.42,1.44,1.36,51.5,48.5,19.26,19.22,0.02
2.24,2.28,2.32,2.34,2.36,2.38,2.44,ecologistes:parti_dabord:151,parti_dabord,ecologistes,ps,16.1,15.2,0.9,49.2,50.8,1.6,ps,ecologistes,false,true,false,70.9,51.18,48.82,2.36,2.44,2.24,52.7,47.3,20.26,20.17,0.08
8.78,8.7,8.64,8.62,8.58,8.54,8.46,ecologistes:parti_dabord:152,parti_dabord,ecologistes,ps,23.1,17,6.1,50.5,49.5,1,ecologistes,ecologistes,true,true,true,71.3,54.29,45.71,8.58,8.46,8.78,58.6,41.4,17.33,17.47,-0.12
3.88,4.46,4.82,5.04,5.32,5.64,6.22,ecologistes:parti_dabord:153,parti_dabord,ecologistes,horizons,21,18.4,2.6,55.2,44.8,10.4,ecologistes,ecologistes,true,true,true,72.5,52.66,47.34,5.32,6.22,3.88,54.4,45.6,23.01,21.84,0.9
8.28,8.9,9.26,9.5,9.8,10.1,10.72,ecologistes:parti_dabord:154,parti_dabord,ecologistes,ps,20,14.3,5.7,53.6,46.4,7.2,ecologistes,ecologistes,true,true,true,71,54.9,45.1,9.8,10.72,8.28,59.2,40.8,19.6,18.56,0.92
8.5,9.1,9.46,9.7,9.98,10.3,10.88,ecologistes:parti_dabord:155,parti_dabord,ecologistes,lr,19.6,13,6.6,53.2,46.8,6.4,ecologistes,ecologistes,true,true,true,72.5,54.99,45.01,9.98,10.88,8.5,61.1,38.9,24.64,23.49,0.9
5.96,8.32,9.72,10.68,11.8,13.04,15.38,ecologistes:parti_dabord:156,parti_dabord,ecologistes,rn,17.6,13.6,4,56.5,43.5,13,ecologistes,ecologistes,true,true,true,71.6,55.9,44.1,11.8,15.38,5.96,57.5,42.5,23.64,19.45,3.58
3.9,2.56,1.74,1.2,0.56,0.14,1.5,ecologistes:parti_dabord:157,parti_dabord,ecologistes,nouvelle_energie,16.5,13.6,2.9,50.1,49.9,0.2,ecologistes,ecologistes,true,true,true,72.4,50.28,49.72,0.56,1.5,3.9,55.6,44.4,24.4,27.04,0.94
12.94,16.64,18.86,20.34,22.12,24.06,27.76,ecologistes:parti_dabord:158,parti_dabord,ecologistes,rn,23.5,13.6,9.9,55.9,44.1,11.8,ecologistes,ecologistes,true,true,true,72.2,61.06,38.94,22.12,27.76,12.94,64.2,35.8,23.91,17.01,5.64
7.02,9.26,10.6,11.48,12.54,13.7,15.94,ecologistes:parti_dabord:159,parti_dabord,ecologistes,rn,20.6,15.8,4.8,52.8,47.2,5.6,ecologistes,ecologistes,true,true,true,71.9,56.27,43.73,12.54,15.94,7.02,57.7,42.3,22.06,18,3.4
7.88,7.22,6.82,6.54,6.22,5.88,5.22,ecologistes:parti_dabord:160,parti_dabord,ecologistes,renaissance,18.4,12.6,5.8,53.2,46.8,6.4,ecologistes,ecologistes,true,true,true,72,53.11,46.89,6.22,5.22,7.88,60.6,39.4,23.45,24.71,-1
2.02,5.64,7.8,9.26,11,12.88,16.5,ecologistes:parti_dabord:161,parti_dabord,ecologistes,rn,16,15,1,52.9,47.1,5.8,ecologistes,ecologistes,true,true,true,71.6,55.5,44.5,11,16.5,2.02,52.5,47.5,24.57,18.19,5.5
6.72,6.14,5.78,5.56,5.28,4.98,4.4,ecologistes:parti_dabord:162,parti_dabord,ecologistes,horizons,18.6,13.7,4.9,56.6,43.4,13.2,ecologistes,ecologistes,true,true,true,71.8,52.64,47.36,5.28,4.4,6.72,58.7,41.3,22.88,23.97,-0.88
8.7,11.56,13.28,14.42,15.78,17.28,20.12,ecologistes:parti_dabord:163,parti_dabord,ecologistes,rn,18.8,12.6,6.2,53.4,46.6,6.8,ecologistes,ecologistes,true,true,true,71.6,57.89,42.11,15.78,20.12,8.7,60.9,39.1,23.95,18.89,4.34
2.52,2.24,2.06,1.94,1.8,1.66,1.36,ecologistes:parti_dabord:164,parti_dabord,ecologistes,nouvelle_energie,16.3,14.6,1.7,47.1,52.9,5.8,nouvelle_energie,ecologistes,false,true,false,72.3,50.9,49.1,1.8,1.36,2.52,53.5,46.5,25,25.57,-0.44
7.94,8.46,8.78,8.98,9.24,9.5,10.02,ecologistes:parti_dabord:165,parti_dabord,ecologistes,lr,18.7,12.7,6,56.4,43.6,12.8,ecologistes,ecologistes,true,true,true,72.2,54.62,45.38,9.24,10.02,7.94,60.6,39.4,24.55,23.56,0.78
9.34,12.72,14.74,16.1,17.72,19.48,22.84,ecologistes:parti_dabord:166,parti_dabord,ecologistes,rn,20.6,13.8,6.8,57.3,42.7,14.6,ecologistes,ecologistes,true,true,true,71.9,58.86,41.14,17.72,22.84,9.34,60.9,39.1,24.16,17.99,5.12
6.7,5.98,5.56,5.28,4.94,4.58,3.88,ecologistes:parti_dabord:167,parti_dabord,ecologistes,ps,19.8,15.3,4.5,54.7,45.3,9.4,ecologistes,ecologistes,true,true,true,71,52.47,47.53,4.94,3.88,6.7,57.4,42.6,18.6,19.82,-1.06
7.76,7.96,8.1,8.18,8.28,8.4,8.6,ecologistes:parti_dabord:168,parti_dabord,ecologistes,lfi,18.7,13.2,5.5,49,51,2,lfi,ecologistes,false,true,false,71.4,54.14,45.86,8.28,8.6,7.76,59.2,40.8,20.4,20.03,0.32
0.46,0.3,0.76,1.06,1.42,1.82,2.56,ecologistes:parti_dabord:169,parti_dabord,horizons,ecologistes,16.3,15.2,1.1,46.9,53.1,6.2,ecologistes,horizons,false,true,true,72.1,49.29,50.71,1.42,2.56,0.46,50.6,49.4,23.36,24.8,1.14
6.86,7.22,7.42,7.56,7.74,7.92,8.28,ecologistes:parti_dabord:170,parti_dabord,ecologistes,ps,19.5,15.2,4.3,50.8,49.2,1.6,ecologistes,ecologistes,true,true,true,71.1,53.87,46.13,7.74,8.28,6.86,57.5,42.5,19.26,18.65,0.54
11.48,11.5,11.5,11.52,11.52,11.52,11.54,ecologistes:parti_dabord:171,parti_dabord,ecologistes,ps,22.7,14.6,8.1,55.8,44.2,11.6,ecologistes,ecologistes,true,true,true,71.2,55.76,44.24,11.52,11.54,11.48,62,38,18.5,18.47,0.02
3.14,2.88,2.72,2.6,2.48,2.34,2.08,ecologistes:parti_dabord:172,parti_dabord,ps,ecologistes,18.3,15.3,3,51.7,48.3,3.4,ps,ps,true,true,false,70.8,51.24,48.76,2.48,2.08,3.14,53.6,46.4,19.07,19.52,-0.4
8.24,9.76,10.68,11.3,12.04,12.82,14.36,ecologistes:parti_dabord:174,parti_dabord,ecologistes,rn,19.2,13.2,6,50.9,49.1,1.8,ecologistes,ecologistes,true,true,true,71.9,56.02,43.98,12.04,14.36,8.24,60.2,39.8,23.38,20.58,2.32
7.74,10.62,12.36,13.5,14.9,16.4,19.28,ecologistes:parti_dabord:175,parti_dabord,ecologistes,rn,19.3,13.8,5.5,53.2,46.8,6.4,ecologistes,ecologistes,true,true,true,71.9,57.45,42.55,14.9,19.28,7.74,59.3,40.7,23.98,18.75,4.38
0.28,3.46,5.38,6.66,8.2,9.86,13.06,ecologistes:parti_dabord:176,parti_dabord,rn,ecologistes,16.7,16.3,0.4,49.8,50.2,0.4,ecologistes,rn,false,true,true,71.6,45.9,54.1,8.2,13.06,0.28,49.7,50.3,18.09,23.8,4.86
9.08,13.3,15.82,17.52,19.54,21.72,25.94,ecologistes:parti_dabord:177,parti_dabord,ecologistes,rn,20.4,13.7,6.7,57.6,42.4,15.2,ecologistes,ecologistes,true,true,true,72,59.77,40.23,19.54,25.94,9.08,60.8,39.2,25.25,17.52,6.4
15,15.42,15.68,15.84,16.04,16.26,16.68,ecologistes:parti_dabord:178,parti_dabord,ecologistes,horizons,24.9,12.6,12.3,57,43,14,ecologistes,ecologistes,true,true,true,72.5,58.02,41.98,16.04,16.68,15,67.5,32.5,23.27,22.44,0.64
10.18,10.62,10.88,11.06,11.26,11.48,11.92,ecologistes:parti_dabord:179,parti_dabord,ecologistes,ps,19.7,12.8,6.9,55.9,44.1,11.8,ecologistes,ecologistes,true,true,true,70.9,55.63,44.37,11.26,11.92,10.18,61.8,38.2,19.88,19.14,0.66
10.06,10.62,10.96,11.2,11.46,11.76,12.32,ecologistes:parti_dabord:180,parti_dabord,ecologistes,horizons,20.9,13,7.9,54.5,45.5,9,ecologistes,ecologistes,true,true,true,72.4,55.73,44.27,11.46,12.32,10.06,62.8,37.2,24.55,23.43,0.86
8.08,10.58,12.06,13.06,14.26,15.56,18.04,ecologistes:parti_dabord:181,parti_dabord,ecologistes,rn,20.4,14.7,5.7,52.4,47.6,4.8,ecologistes,ecologistes,true,true,true,71.8,57.13,42.87,14.26,18.04,8.08,59.2,40.8,22.82,18.3,3.78
5.86,5.24,4.88,4.64,4.36,4.04,3.44,ecologistes:parti_dabord:182,parti_dabord,ecologistes,ps,16.2,12.4,3.8,51.8,48.2,3.6,ecologistes,ecologistes,true,true,true,70.8,52.18,47.82,4.36,3.44,5.86,57.7,42.3,20.59,21.61,-0.92
10.7,10.18,9.88,9.66,9.42,9.16,8.64,ecologistes:parti_dabord:183,parti_dabord,ecologistes,nouvelle_energie,20.2,11.4,8.8,48.8,51.2,2.4,nouvelle_energie,ecologistes,false,true,false,72.6,54.71,45.29,9.42,8.64,10.7,64.7,35.3,24.97,25.99,-0.78
4.08,3.24,2.72,2.38,1.98,1.54,0.68,ecologistes:parti_dabord:184,parti_dabord,ecologistes,horizons,15.9,13.1,2.8,52.3,47.7,4.6,ecologistes,ecologistes,true,true,true,72.1,50.99,49.01,1.98,0.68,4.08,56.1,43.9,25.1,26.74,-1.3
6.2,5.4,4.92,4.6,4.22,3.8,3,ecologistes:parti_dabord:185,parti_dabord,ecologistes,horizons,19.4,14.8,4.6,55.2,44.8,10.4,ecologistes,ecologistes,true,true,true,72.5,52.11,47.89,4.22,3,6.2,57.8,42.2,23.14,24.7,-1.22
6.62,5.86,5.4,5.1,4.72,4.34,3.58,ecologistes:parti_dabord:186,parti_dabord,ecologistes,horizons,17.9,13,4.9,52.1,47.9,4.2,ecologistes,ecologistes,true,true,true,72.2,52.36,47.64,4.72,3.58,6.62,59.1,40.9,24,25.46,-1.14
7.7,10.8,12.64,13.88,15.36,16.96,20.06,ecologistes:parti_dabord:187,parti_dabord,ecologistes,rn,20.4,14.7,5.7,53.5,46.5,7,ecologistes,ecologistes,true,true,true,72,57.68,42.32,15.36,20.06,7.7,59,41,24.15,18.44,4.7
5.62,8.1,9.6,10.58,11.78,13.06,15.54,ecologistes:parti_dabord:188,parti_dabord,ecologistes,rn,18.5,14.8,3.7,54,46,8,ecologistes,ecologistes,true,true,true,71.8,55.89,44.11,11.78,15.54,5.62,56.7,43.3,23.52,19.03,3.76
11.36,14.26,15.98,17.14,18.52,20.02,22.9,ecologistes:parti_dabord:189,parti_dabord,ecologistes,rn,21.5,13,8.5,59.2,40.8,18.4,ecologistes,ecologistes,true,true,true,71.9,59.26,40.74,18.52,22.9,11.36,63.2,36.8,23.65,18.38,4.38
8.58,9.08,9.38,9.58,9.82,10.08,10.58,ecologistes:parti_dabord:190,parti_dabord,ecologistes,ps,18.8,13.2,5.6,56.8,43.2,13.6,ecologistes,ecologistes,true,true,true,70.9,54.91,45.09,9.82,10.58,8.58,60,40,19.94,19.09,0.76
9.16,12.22,14.04,15.26,16.74,18.32,21.38,ecologistes:parti_dabord:191,parti_dabord,ecologistes,rn,21.9,15.2,6.7,52,48,4,ecologistes,ecologistes,true,true,true,72.1,58.37,41.63,16.74,21.38,9.16,60.1,39.9,23.19,17.53,4.64
7.54,10.42,12.16,13.3,14.7,16.2,19.08,ecologistes:parti_dabord:192,parti_dabord,ecologistes,rn,19.9,14.5,5.4,60.3,39.7,20.6,ecologistes,ecologistes,true,true,true,71.7,57.35,42.65,14.7,19.08,7.54,58.7,41.3,23.28,18.08,4.38
5.38,8.64,10.58,11.88,13.44,15.14,18.4,ecologistes:parti_dabord:193,parti_dabord,ecologistes,rn,17.4,13.7,3.7,59.6,40.4,19.2,ecologistes,ecologistes,true,true,true,71.6,56.72,43.28,13.44,18.4,5.38,56.8,43.2,24.68,18.88,4.96
8.56,8.88,9.08,9.2,9.36,9.52,9.84,ecologistes:parti_dabord:194,parti_dabord,ecologistes,horizons,20.8,14.2,6.6,58.3,41.7,16.6,ecologistes,ecologistes,true,true,true,72.5,54.68,45.32,9.36,9.84,8.56,60.6,39.4,24.03,23.4,0.48
5.28,5.12,5,4.94,4.86,4.76,4.6,ecologistes:parti_dabord:195,parti_dabord,ecologistes,lr,16.4,12.5,3.9,47.5,52.5,5,lr,ecologistes,false,true,false,72.5,52.43,47.57,4.86,4.6,5.28,57.8,42.2,25.74,26.08,-0.26
2.18,1.66,1.34,1.12,0.86,0.58,0.06,ecologistes:parti_dabord:196,parti_dabord,ecologistes,ps,18,17.1,0.9,50.1,49.9,0.2,ecologistes,ecologistes,true,true,true,71.1,50.43,49.57,0.86,0.06,2.18,52.4,47.6,18.56,19.49,-0.8
12.12,10.36,9.3,8.58,7.74,6.82,5.04,ecologistes:parti_dabord:197,parti_dabord,ecologistes,ps,21.3,12.7,8.6,47.2,52.8,5.6,ps,ecologistes,false,true,false,71.1,53.87,46.13,7.74,5.04,12.12,63.7,36.3,17.98,21.06,-2.7
9.2,11.56,12.98,13.92,15.06,16.28,18.64,ecologistes:parti_dabord:198,parti_dabord,ecologistes,rn,21.6,14.8,6.8,53.6,46.4,7.2,ecologistes,ecologistes,true,true,true,72,57.53,42.47,15.06,18.64,9.2,60.2,39.8,22.49,18.16,3.58
6,5.9,5.86,5.82,5.78,5.72,5.64,ecologistes:parti_dabord:199,parti_dabord,ecologistes,renaissance,17.6,13.5,4.1,53.1,46.9,6.2,ecologistes,ecologistes,true,true,true,71.9,52.89,47.11,5.78,5.64,6,58,42,23.4,23.57,-0.14
4.16,4.64,4.94,5.12,5.36,5.6,6.08,ecologistes:parti_dabord:200,parti_dabord,ecologistes,rn,16.2,13.5,2.7,52.8,47.2,5.6,ecologistes,ecologistes,true,true,true,71.6,52.68,47.32,5.36,6.08,4.16,55.5,44.5,22.58,21.73,0.72
19.24,22,23.66,24.76,26.08,27.52,30.28,ecologistes:parti_dabord:201,parti_dabord,ecologistes,rn,27.9,13.1,14.8,62.2,37.8,24.4,ecologistes,ecologistes,true,true,true,72.2,63.04,36.96,26.08,30.28,19.24,69,31,20.98,15.86,4.2
14.02,14.68,15.08,15.36,15.68,16.02,16.7,ecologistes:parti_dabord:202,parti_dabord,ecologistes,lr,22.9,11.6,11.3,53.5,46.5,7,ecologistes,ecologistes,true,true,true,72.5,57.84,42.16,15.68,16.7,14.02,67.3,32.7,23.99,22.69,1.02
8.18,9.72,10.64,11.26,12,12.8,14.36,ecologistes:parti_dabord:203,parti_dabord,ecologistes,lr,20.3,14,6.3,51.7,48.3,3.4,ecologistes,ecologistes,true,true,true,72.5,56,44,12,14.36,8.18,60.2,39.8,25.05,22.05,2.36
8.34,9.9,10.84,11.48,12.22,13.04,14.62,ecologistes:parti_dabord:204,parti_dabord,ecologistes,lfi,19.7,13.7,6,50.8,49.2,1.6,ecologistes,ecologistes,true,true,true,71.5,56.11,43.89,12.22,14.62,8.34,59.5,40.5,21.17,18.43,2.4
4.02,5.12,5.78,6.22,6.76,7.34,8.44,ecologistes:parti_dabord:205,parti_dabord,ecologistes,lfi,16.7,14,2.7,52.7,47.3,5.4,ecologistes,ecologistes,true,true,true,71.1,53.38,46.62,6.76,8.44,4.02,54.8,45.2,20.57,18.71,1.68
6.76,6.2,5.88,5.66,5.38,5.1,4.56,ecologistes:parti_dabord:206,parti_dabord,ecologistes,horizons,19.1,14,5.1,55.6,44.4,11.2,ecologistes,ecologistes,true,true,true,72.6,52.69,47.31,5.38,4.56,6.76,58.9,41.1,24.22,25.31,-0.82
5.04,4.5,4.16,3.94,3.68,3.4,2.86,ecologistes:parti_dabord:207,parti_dabord,ecologistes,horizons,18.4,14.9,3.5,46.5,53.5,7,horizons,ecologistes,false,true,false,72,51.84,48.16,3.68,2.86,5.04,56.4,43.6,22.6,23.64,-0.82
7.86,7.84,7.82,7.8,7.8,7.78,7.74,ecologistes:parti_dabord:208,parti_dabord,ecologistes,horizons,19.6,13.5,6.1,57.5,42.5,15,ecologistes,ecologistes,true,true,true,72.3,53.9,46.1,7.8,7.74,7.86,60.3,39.7,24.32,24.38,-0.06
8.6,10.78,12.08,12.96,14,15.14,17.32,ecologistes:parti_dabord:209,parti_dabord,ecologistes,rn,20.2,14.1,6.1,52,48,4,ecologistes,ecologistes,true,true,true,71.8,57,43,14,17.32,8.6,60,40,22.73,18.78,3.32
2.54,5.4,7.12,8.26,9.62,11.1,13.96,ecologistes:parti_dabord:210,parti_dabord,ecologistes,rn,16.8,15.5,1.3,54.7,45.3,9.4,ecologistes,ecologistes,true,true,true,71.9,54.81,45.19,9.62,13.96,2.54,53.2,46.8,24.71,19.49,4.34
12.06,12.06,12.08,12.08,12.08,12.08,12.1,ecologistes:parti_dabord:211,parti_dabord,ecologistes,renaissance,24.2,14.8,9.4,56.7,43.3,13.4,ecologistes,ecologistes,true,true,true,72.2,56.04,43.96,12.08,12.1,12.06,63.2,36.8,21.16,21.14,0.02
13.46,13.36,13.28,13.24,13.18,13.12,13.02,ecologistes:parti_dabord:212,parti_dabord,ecologistes,ps,22.8,13.2,9.6,55.2,44.8,10.4,ecologistes,ecologistes,true,true,true,71.1,56.59,43.41,13.18,13.02,13.46,64.3,35.7,18.28,18.47,-0.16
5.84,7.16,7.96,8.48,9.12,9.8,11.12,ecologistes:parti_dabord:213,parti_dabord,ecologistes,lfi,17.4,13.3,4.1,48.9,51.1,2.2,lfi,ecologistes,false,true,false,71,54.56,45.44,9.12,11.12,5.84,57.1,42.9,21.07,18.84,2
4.66,4.82,4.9,4.96,5.04,5.12,5.28,ecologistes:parti_dabord:214,parti_dabord,ecologistes,ps,20.2,17.4,2.8,49.1,50.9,1.8,ps,ecologistes,false,true,false,71.3,52.52,47.48,5.04,5.28,4.66,54.8,45.2,18.63,18.36,0.24
8.58,11.42,13.14,14.28,15.64,17.12,19.96,ecologistes:parti_dabord:215,parti_dabord,ecologistes,rn,19.5,13.4,6.1,59.8,40.2,19.6,ecologistes,ecologistes,true,true,true,71.8,57.82,42.18,15.64,19.96,8.58,60.3,39.7,23.6,18.49,4.32
