margin_d0,margin_d0.25,margin_d0.4,margin_d0.5,margin_d0.62,margin_d0.75,margin_d1,runKey,agent,finalistLeft,finalistRight,r1ScoreLeft,r1ScoreRight,r1Margin,r2ScoreLeft,r2ScoreRight,r2Margin,r2Winner,favoriteAtR1,favoriteWonR2,playerIsFinalist,playerWon,turnout,detLeftAt62,detRightAt62,detMarginAt62,detMarginAt100,detMarginAt0,retainedShareLeft,retainedShareRight,transferredShareLeft,transferredShareRight,dampingContributionToMargin
14.68,17.34,18.94,20,21.28,22.66,25.32,renaissance:ideologiquement_coherent:160,ideologiquement_coherent,renaissance,lfi,24,11.8,12.2,57.5,42.5,15,renaissance,renaissance,true,true,true,71.3,60.64,39.36,21.28,25.32,14.68,66.6,33.4,22.75,17.95,4.04
7.64,8.02,8.24,8.4,8.58,8.78,9.16,renaissance:ideologiquement_coherent:161,ideologiquement_coherent,renaissance,horizons,21.1,14.8,6.3,56,44,12,renaissance,renaissance,true,true,true,70.3,54.29,45.71,8.58,9.16,7.64,58.6,41.4,20.36,19.68,0.58
0.72,0.42,0.24,0.12,0.02,0.18,0.46,renaissance:ideologiquement_coherent:162,ideologiquement_coherent,horizons,renaissance,16.4,16,0.4,45.2,54.8,9.6,renaissance,horizons,false,true,true,70.1,49.99,50.01,0.02,0.46,0.72,50.9,49.1,20.04,20.54,0.44
10.58,14.38,16.66,18.18,20.02,22,25.8,renaissance:ideologiquement_coherent:163,ideologiquement_coherent,renaissance,rn,22.7,13.8,8.9,60.3,39.7,20.6,renaissance,renaissance,true,true,true,71.2,60.01,39.99,20.02,25.8,10.58,62,38,23.97,17.03,5.78
12.04,12.74,13.16,13.44,13.78,14.16,14.86,renaissance:ideologiquement_coherent:164,ideologiquement_coherent,renaissance,ps,23.6,13.4,10.2,52.8,47.2,5.6,renaissance,renaissance,true,true,true,71.1,56.89,43.11,13.78,14.86,12.04,63.7,36.3,21.59,20.28,1.08
4.4,4.8,5.04,5.2,5.4,5.6,6,renaissance:ideologiquement_coherent:165,ideologiquement_coherent,renaissance,ps,20.9,17.3,3.6,49,51,2,ps,renaissance,false,true,false,71.3,52.7,47.3,5.4,6,4.4,54.9,45.1,20.84,20.1,0.6
2.68,2.7,2.7,2.72,2.72,2.72,2.74,renaissance:ideologiquement_coherent:166,ideologiquement_coherent,renaissance,horizons,17.5,15.1,2.4,46.1,53.9,7.8,horizons,renaissance,false,true,false,70.3,51.36,48.64,2.72,2.74,2.68,53.3,46.7,21.17,21.14,0.02
12.62,16.48,18.8,20.34,22.18,24.2,28.04,renaissance:ideologiquement_coherent:167,ideologiquement_coherent,renaissance,rn,24.1,13.7,10.4,61.3,38.7,22.6,renaissance,renaissance,true,true,true,71.1,61.09,38.91,22.18,28.04,12.62,63.6,36.4,22.9,15.96,5.86
1.72,1.38,1.16,1.04,0.86,0.68,0.34,renaissance:ideologiquement_coherent:168,ideologiquement_coherent,renaissance,nouvelle_energie,15.9,14.4,1.5,47.9,52.1,4.2,nouvelle_energie,renaissance,false,true,false,71.2,50.43,49.57,0.86,0.34,1.72,52.4,47.6,23.65,24.29,-0.52
5.88,5.66,5.5,5.42,5.3,5.18,4.94,renaissance:ideologiquement_coherent:169,ideologiquement_coherent,renaissance,nouvelle_energie,20.4,15.2,5.2,52.8,47.2,5.6,renaissance,renaissance,true,true,true,71.3,52.65,47.35,5.3,4.94,5.88,57,43,21.5,21.95,-0.36
17.16,19.96,21.64,22.78,24.12,25.58,28.4,renaissance:ideologiquement_coherent:170,ideologiquement_coherent,renaissance,lfi,25.6,11.3,14.3,61,39,22,renaissance,renaissance,true,true,true,71.7,62.06,37.94,24.12,28.4,17.16,69.1,30.9,23.1,17.91,4.28
11.2,11.7,12,12.2,12.44,12.7,13.22,renaissance:ideologiquement_coherent:171,ideologiquement_coherent,renaissance,nouvelle_energie,23.3,13.7,9.6,57.6,42.4,15.2,renaissance,renaissance,true,true,true,71.5,56.22,43.78,12.44,13.22,11.2,62.8,37.2,21.96,21,0.78
5.8,5.48,5.3,5.16,5.02,4.84,4.52,renaissance:ideologiquement_coherent:172,ideologiquement_coherent,renaissance,horizons,19.6,14.9,4.7,50.5,49.5,1,renaissance,renaissance,true,true,true,70.2,52.51,47.49,5.02,4.52,5.8,56.6,43.4,19.19,19.74,-0.5
2.86,6.64,8.9,10.42,12.22,14.18,17.96,renaissance:ideologiquement_coherent:173,ideologiquement_coherent,renaissance,rn,17.6,15.1,2.5,56.4,43.6,12.8,renaissance,renaissance,true,true,true,71.1,56.11,43.89,12.22,17.96,2.86,53.5,46.5,24.83,18.08,5.74
9.8,9.9,9.96,10,10.04,10.1,10.18,renaissance:ideologiquement_coherent:174,ideologiquement_coherent,renaissance,nouvelle_energie,22.7,14.3,8.4,58.6,41.4,17.2,renaissance,renaissance,true,true,true,71.5,55.02,44.98,10.04,10.18,9.8,61.4,38.6,22.07,21.88,0.14
6.3,7.24,7.8,8.18,8.62,9.1,10.04,renaissance:ideologiquement_coherent:175,ideologiquement_coherent,renaissance,ps,20.1,15.1,5,55.1,44.9,10.2,renaissance,renaissance,true,true,true,71.1,54.31,45.69,8.62,10.04,6.3,57.3,42.7,21.54,19.86,1.42
6.36,6.9,7.24,7.44,7.7,7.98,8.52,renaissance:ideologiquement_coherent:176,ideologiquement_coherent,renaissance,ps,21.6,16.1,5.5,51.8,48.2,3.6,renaissance,renaissance,true,true,true,70.8,53.85,46.15,7.7,8.52,6.36,56.9,43.1,20.21,19.24,0.82
12.46,13.74,14.52,15.04,15.64,16.32,17.6,renaissance:ideologiquement_coherent:177,ideologiquement_coherent,renaissance,ps,23.7,13.3,10.4,56.6,43.4,13.2,renaissance,renaissance,true,true,true,71.1,57.82,42.18,15.64,17.6,12.46,64,36,21.66,19.31,1.96
10.86,14.8,17.18,18.76,20.64,22.7,26.66,renaissance:ideologiquement_coherent:178,ideologiquement_coherent,renaissance,rn,24.4,15.4,9,57.6,42.4,15.2,renaissance,renaissance,true,true,true,71.3,60.32,39.68,20.64,26.66,10.86,61.3,38.7,22.91,15.66,6.02
11.24,14.3,16.14,17.36,18.82,20.42,23.48,renaissance:ideologiquement_coherent:179,ideologiquement_coherent,renaissance,lfi,21.9,12.5,9.4,55.5,44.5,11,renaissance,renaissance,true,true,true,71.4,59.41,40.59,18.82,23.48,11.24,63.3,36.7,23.87,18.32,4.66
9.74,9.92,10.02,10.08,10.16,10.26,10.42,renaissance:ideologiquement_coherent:180,ideologiquement_coherent,renaissance,horizons,21.9,14.1,7.8,56.8,43.2,13.6,renaissance,renaissance,true,true,true,70.5,55.08,44.92,10.16,10.42,9.74,60.9,39.1,20,19.7,0.26
8.94,13.22,15.78,17.48,19.52,21.74,26,renaissance:ideologiquement_coherent:181,ideologiquement_coherent,renaissance,rn,22.6,15.2,7.4,58.9,41.1,17.8,renaissance,renaissance,true,true,true,71.3,59.76,40.24,19.52,26,8.94,59.8,40.2,23.94,16.13,6.48
8.02,9.94,11.08,11.84,12.76,13.76,15.66,renaissance:ideologiquement_coherent:182,ideologiquement_coherent,renaissance,lr,20.5,13.5,7,58.9,41.1,17.8,renaissance,renaissance,true,true,true,71.4,56.38,43.62,12.76,15.66,8.02,60,40,24.38,20.81,2.9
5.98,6.86,7.4,7.74,8.16,8.62,9.5,renaissance:ideologiquement_coherent:183,ideologiquement_coherent,renaissance,lr,19.7,14.8,4.9,54.4,45.6,8.8,renaissance,renaissance,true,true,true,71.2,54.08,45.92,8.16,9.5,5.98,57.2,42.8,22.55,20.92,1.34
8.22,9.4,10.12,10.6,11.16,11.78,12.98,renaissance:ideologiquement_coherent:184,ideologiquement_coherent,renaissance,horizons,21.1,14.3,6.8,53.2,46.8,6.4,renaissance,renaissance,true,true,true,70.4,55.58,44.42,11.16,12.98,8.22,59.4,40.6,21.41,19.28,1.82
8.82,12.68,15,16.54,18.38,20.4,24.26,renaissance:ideologiquement_coherent:185,ideologiquement_coherent,renaissance,rn,21.6,14.8,6.8,61.8,38.2,23.6,renaissance,renaissance,true,true,true,71.3,59.19,40.81,18.38,24.26,8.82,59.7,40.3,23.19,16.28,5.88
9.28,12.18,13.92,15.08,16.46,17.96,20.86,renaissance:ideologiquement_coherent:186,ideologiquement_coherent,renaissance,rn,23.1,15.6,7.5,58.4,41.6,16.8,renaissance,renaissance,true,true,true,71.3,58.23,41.77,16.46,20.86,9.28,59.9,40.1,22.15,16.86,4.4
12.04,15.56,17.66,19.06,20.74,22.58,26.08,renaissance:ideologiquement_coherent:187,ideologiquement_coherent,renaissance,rn,23,13.1,9.9,54.4,45.6,8.8,renaissance,renaissance,true,true,true,71.2,60.37,39.63,20.74,26.08,12.04,63.5,36.5,23.29,16.97,5.34
5.22,5.38,5.48,5.54,5.6,5.68,5.84,renaissance:ideologiquement_coherent:188,ideologiquement_coherent,renaissance,nouvelle_energie,21.8,17.2,4.6,52.1,47.9,4.2,renaissance,renaissance,true,true,true,71.3,52.8,47.2,5.6,5.84,5.22,55.7,44.3,20.89,20.6,0.24
7.34,10.64,12.64,13.96,15.56,17.28,20.58,renaissance:ideologiquement_coherent:189,ideologiquement_coherent,renaissance,rn,20.8,15.1,5.7,60.6,39.4,21.2,renaissance,renaissance,true,true,true,71.2,57.78,42.22,15.56,20.58,7.34,58.1,41.9,22.64,16.76,5.02
9.38,13.96,16.72,18.54,20.74,23.12,27.7,renaissance:ideologiquement_coherent:190,ideologiquement_coherent,renaissance,rn,22.1,14.4,7.7,64.4,35.6,28.8,renaissance,renaissance,true,true,true,71.4,60.37,39.63,20.74,27.7,9.38,60.6,39.4,24.71,16.32,6.96
6.66,9.68,11.5,12.72,14.18,15.74,18.78,renaissance:ideologiquement_coherent:191,ideologiquement_coherent,renaissance,rn,19.8,14.3,5.5,56.8,43.2,13.6,renaissance,renaissance,true,true,true,70.9,57.09,42.91,14.18,18.78,6.66,57.8,42.2,23.32,17.94,4.6
0.24,0,0.16,0.26,0.38,0.5,0.74,renaissance:ideologiquement_coherent:192,ideologiquement_coherent,renaissance,horizons,16.9,16.6,0.3,46,54,8,horizons,renaissance,false,true,false,70.3,49.81,50.19,0.38,0.74,0.24,50.3,49.7,20.12,20.55,0.36
10.88,14.4,16.52,17.94,19.62,21.46,24.98,renaissance:ideologiquement_coherent:193,ideologiquement_coherent,renaissance,rn,24,15.1,8.9,60.8,39.2,21.6,renaissance,renaissance,true,true,true,71.2,59.81,40.19,19.62,24.98,10.88,61.4,38.6,22.38,15.97,5.36
14.58,18.06,20.16,21.54,23.22,25.02,28.5,renaissance:ideologiquement_coherent:194,ideologiquement_coherent,renaissance,lfi,25.5,13.1,12.4,56.9,43.1,13.8,renaissance,renaissance,true,true,true,71.4,61.61,38.39,23.22,28.5,14.58,65.5,34.5,22.7,16.35,5.28
0.9,2.16,2.92,3.44,4.04,4.7,5.96,renaissance:ideologiquement_coherent:195,ideologiquement_coherent,renaissance,ps,19.6,18.9,0.7,53.6,46.4,7.2,renaissance,renaissance,true,true,true,71.2,52.02,47.98,4.04,5.96,0.9,51,49,21.15,18.81,1.92
9.78,10.16,10.38,10.54,10.72,10.9,11.28,renaissance:ideologiquement_coherent:196,ideologiquement_coherent,renaissance,nouvelle_energie,22.7,14.3,8.4,54.3,45.7,8.6,renaissance,renaissance,true,true,true,71.4,55.36,44.64,10.72,11.28,9.78,61.2,38.8,21.77,21.07,0.56
0.62,0.88,1.78,2.38,3.1,3.88,5.38,renaissance:ideologiquement_coherent:197,ideologiquement_coherent,ps,renaissance,16.8,16.4,0.4,50.9,49.1,1.8,ps,ps,true,true,false,70.9,48.45,51.55,3.1,5.38,0.62,50.8,49.2,20.18,22.88,2.28
7.72,11.86,14.32,15.98,17.96,20.1,24.22,renaissance:ideologiquement_coherent:198,ideologiquement_coherent,renaissance,rn,19.5,13.3,6.2,53.4,46.6,6.8,renaissance,renaissance,true,true,true,70.8,58.98,41.02,17.96,24.22,7.72,59.4,40.6,24.6,17.32,6.26
2.98,5.9,7.66,8.84,10.24,11.76,14.7,renaissance:ideologiquement_coherent:199,ideologiquement_coherent,renaissance,rn,19,16.5,2.5,52.2,47.8,4.4,renaissance,renaissance,true,true,true,70.9,55.12,44.88,10.24,14.7,2.98,53.3,46.7,22.26,17.1,4.46
11.96,13.1,13.8,14.26,14.82,15.42,16.56,renaissance:ideologiquement_coherent:200,ideologiquement_coherent,renaissance,horizons,23.6,13.8,9.8,56.3,43.7,12.6,renaissance,renaissance,true,true,true,70.6,57.41,42.59,14.82,16.56,11.96,63.1,36.9,20.78,18.7,1.74
14.92,15.62,16.04,16.32,16.64,17.02,17.72,renaissance:ideologiquement_coherent:201,ideologiquement_coherent,renaissance,ps,25.9,13.2,12.7,61.8,38.2,23.6,renaissance,renaissance,true,true,true,71.2,58.32,41.68,16.64,17.72,14.92,66.2,33.8,21.02,19.71,1.08
3.88,5.04,5.74,6.22,6.78,7.38,8.56,renaissance:ideologiquement_coherent:202,ideologiquement_coherent,renaissance,ps,18.6,15.4,3.2,49.5,50.5,1,ps,renaissance,false,true,false,70.8,53.39,46.61,6.78,8.56,3.88,54.6,45.4,21.9,19.81,1.78
9.4,9.64,9.8,9.88,10,10.14,10.38,renaissance:ideologiquement_coherent:203,ideologiquement_coherent,renaissance,nouvelle_energie,22.2,14,8.2,54.7,45.3,9.4,renaissance,renaissance,true,true,true,71.5,55,45,10,10.38,9.4,61.2,38.8,22.64,22.17,0.38
9.8,10.88,11.54,11.98,12.5,13.06,14.16,renaissance:ideologiquement_coherent:204,ideologiquement_coherent,renaissance,horizons,20.4,12.6,7.8,59.8,40.2,19.6,renaissance,renaissance,true,true,true,70.4,56.25,43.75,12.5,14.16,9.8,61.8,38.2,21.73,19.82,1.66
3.82,5.28,6.16,6.74,7.44,8.2,9.66,renaissance:ideologiquement_coherent:205,ideologiquement_coherent,renaissance,ps,17.3,14.5,2.8,54.5,45.5,9,renaissance,renaissance,true,true,true,71.1,53.72,46.28,7.44,9.66,3.82,54.9,45.1,23.4,20.76,2.22
9.5,10.02,10.34,10.56,10.82,11.08,11.62,renaissance:ideologiquement_coherent:206,ideologiquement_coherent,renaissance,horizons,24.3,16.6,7.7,57,43,14,renaissance,renaissance,true,true,true,70.5,55.41,44.59,10.82,11.62,9.5,59.4,40.6,18.37,17.42,0.8
14.48,17.68,19.6,20.88,22.42,24.08,27.28,renaissance:ideologiquement_coherent:207,ideologiquement_coherent,renaissance,rn,26,13.8,12.2,62.5,37.5,25,renaissance,renaissance,true,true,true,71.3,61.21,38.79,22.42,27.28,14.48,65.1,34.9,22.21,16.33,4.86
13.98,16.24,17.6,18.5,19.58,20.76,23.02,renaissance:ideologiquement_coherent:208,ideologiquement_coherent,renaissance,ps,24.5,12.8,11.7,60.5,39.5,21,renaissance,renaissance,true,true,true,70.9,59.79,40.21,19.58,23.02,13.98,65.6,34.4,22.35,18.24,3.44
9.28,10,10.46,10.74,11.1,11.48,12.22,renaissance:ideologiquement_coherent:209,ideologiquement_coherent,renaissance,ps,19.6,12,7.6,54.2,45.8,8.4,renaissance,renaissance,true,true,true,70.6,55.55,44.45,11.1,12.22,9.28,62,38,22.74,21.42,1.12
4.54,3.72,3.22,2.9,2.5,2.06,1.24,renaissance:ideologiquement_coherent:210,ideologiquement_coherent,renaissance,horizons,19.2,15.7,3.5,50,50,0,renaissance,renaissance,true,true,false,70.7,51.25,48.75,2.5,1.24,4.54,55.3,44.7,19.76,21.23,-1.26
15.78,19.46,21.66,23.14,24.9,26.82,30.48,renaissance:ideologiquement_coherent:211,ideologiquement_coherent,renaissance,rn,27.5,14.6,12.9,61.9,38.1,23.8,renaissance,renaissance,true,true,true,71.3,62.45,37.55,24.9,30.48,15.78,65.4,34.6,21.19,14.51,5.58
17.08,20.72,22.9,24.36,26.1,28,31.64,renaissance:ideologiquement_coherent:212,ideologiquement_coherent,renaissance,lfi,26.4,11.8,14.6,60.2,39.8,20.4,renaissance,renaissance,true,true,true,71.6,63.05,36.95,26.1,31.64,17.08,68.7,31.3,23.86,17.07,5.54
11.62,14.58,16.36,17.56,18.98,20.52,23.48,renaissance:ideologiquement_coherent:213,ideologiquement_coherent,renaissance,rn,21.9,12.5,9.4,60.3,39.7,20.6,renaissance,renaissance,true,true,true,71,59.49,40.51,18.98,23.48,11.62,63.6,36.4,23.22,17.94,4.5
9.32,13.16,15.48,17.02,18.86,20.88,24.72,renaissance:ideologiquement_coherent:214,ideologiquement_coherent,renaissance,rn,23.8,16.3,7.5,63.6,36.4,27.2,renaissance,renaissance,true,true,true,71.3,59.43,40.57,18.86,24.72,9.32,59.5,40.5,22.15,15.16,5.86
8.92,10.22,11.02,11.54,12.16,12.84,14.14,renaissance:ideologiquement_coherent:215,ideologiquement_coherent,renaissance,ps,20.5,13.2,7.3,53.3,46.7,6.6,renaissance,renaissance,true,true,true,71.1,56.08,43.92,12.16,14.14,8.92,60.9,39.1,22.96,20.57,1.98
6.9,10.54,12.72,14.18,15.94,17.82,21.46,renaissance:ideologiquement_coherent:216,ideologiquement_coherent,renaissance,rn,20.6,14.9,5.7,61.4,38.6,22.8,renaissance,renaissance,true,true,true,71.3,57.97,42.03,15.94,21.46,6.9,57.9,42.1,23.78,17.2,5.52
7.26,9.72,11.2,12.2,13.38,14.66,17.14,renaissance:ideologiquement_coherent:217,ideologiquement_coherent,renaissance,lfi,18.8,12.6,6.2,50.4,49.6,0.8,renaissance,renaissance,true,true,true,71.2,56.69,43.31,13.38,17.14,7.26,59.3,40.7,24.32,19.89,3.76
10.24,11.42,12.12,12.58,13.14,13.74,14.92,renaissance:ideologiquement_coherent:218,ideologiquement_coherent,renaissance,ps,23.6,15.1,8.5,50.1,49.9,0.2,renaissance,renaissance,true,true,true,70.9,56.57,43.43,13.14,14.92,10.24,61,39,20.7,18.57,1.78
12.3,16.14,18.42,19.96,21.78,23.78,27.6,renaissance:ideologiquement_coherent:219,ideologiquement_coherent,renaissance,rn,22.2,12.5,9.7,61.2,38.8,22.4,renaissance,renaissance,true,true,true,71.1,60.89,39.11,21.78,27.6,12.3,64.2,35.8,23.68,16.89,5.82
11.08,14.24,16.14,17.4,18.92,20.58,23.74,renaissance:ideologiquement_coherent:220,ideologiquement_coherent,renaissance,rn,21.7,12.9,8.8,63.1,36.9,26.2,renaissance,renaissance,true,true,true,71.2,59.46,40.54,18.92,23.74,11.08,62.9,37.1,23.41,17.74,4.82
3.98,5.28,6.06,6.58,7.2,7.88,9.18,renaissance:ideologiquement_coherent:221,ideologiquement_coherent,renaissance,ps,20.2,16.8,3.4,55.2,44.8,10.4,renaissance,renaissance,true,true,true,70.9,53.6,46.4,7.2,9.18,3.98,54.4,45.6,21.43,19.06,1.98
6.76,6.9,7,7.06,7.14,7.22,7.36,renaissance:ideologiquement_coherent:222,ideologiquement_coherent,renaissance,nouvelle_energie,22.8,16.8,6,55.7,44.3,11.4,renaissance,renaissance,true,true,true,71.4,53.57,46.43,7.14,7.36,6.76,57.3,42.7,20.74,20.45,0.22
6.84,6.62,6.5,6.42,6.3,6.2,5.98,renaissance:ideologiquement_coherent:223,ideologiquement_coherent,renaissance,horizons,20,14.4,5.6,57.9,42.1,15.8,renaissance,renaissance,true,true,true,70.4,53.15,46.85,6.3,5.98,6.84,58,42,20.23,20.61,-0.32
9.46,13.14,15.36,16.84,18.62,20.54,24.22,renaissance:ideologiquement_coherent:224,ideologiquement_coherent,renaissance,lfi,20.5,12.4,8.1,59.8,40.2,19.6,renaissance,renaissance,true,true,true,71.4,59.31,40.69,18.62,24.22,9.46,61.8,38.2,25.44,18.69,5.6
10.9,11.5,11.84,12.08,12.36,12.66,13.26,renaissance:ideologiquement_coherent:225,ideologiquement_coherent,renaissance,ps,24.5,15.2,9.3,59.8,40.2,19.6,renaissance,renaissance,true,true,true,71,56.18,43.82,12.36,13.26,10.9,61.5,38.5,20,18.93,0.9
7.92,9.16,9.9,10.4,11,11.64,12.88,renaissance:ideologiquement_coherent:226,ideologiquement_coherent,renaissance,nouvelle_energie,20.5,13.7,6.8,56.4,43.6,12.8,renaissance,renaissance,true,true,true,71.3,55.5,44.5,11,12.88,7.92,59.9,40.1,24.28,21.92,1.88
10.42,10.96,11.28,11.5,11.76,12.02,12.56,renaissance:ideologiquement_coherent:227,ideologiquement_coherent,renaissance,nouvelle_energie,21.5,12.6,8.9,56.4,43.6,12.8,renaissance,renaissance,true,true,true,71.2,55.88,44.12,11.76,12.56,10.42,62.8,37.2,22.7,21.71,0.8
6.3,7.24,7.82,8.2,8.66,9.16,10.12,renaissance:ideologiquement_coherent:228,ideologiquement_coherent,renaissance,ps,19.4,14.1,5.3,57.6,42.4,15.2,renaissance,renaissance,true,true,true,70.7,54.33,45.67,8.66,10.12,6.3,57.7,42.3,22.41,20.68,1.46
9.76,10.96,11.66,12.14,12.7,13.32,14.52,renaissance:ideologiquement_coherent:229,ideologiquement_coherent,renaissance,horizons,23.2,15,8.2,51.7,48.3,3.4,renaissance,renaissance,true,true,true,70.7,56.35,43.65,12.7,14.52,9.76,60.6,39.4,20.76,18.6,1.82
10.7,12.2,13.1,13.68,14.4,15.18,16.68,renaissance:ideologiquement_coherent:230,ideologiquement_coherent,renaissance,ps,23.6,14.5,9.1,52.7,47.3,5.4,renaissance,renaissance,true,true,true,71.2,57.2,42.8,14.4,16.68,10.7,61.9,38.1,21.99,19.22,2.28
9.56,9.84,10,10.12,10.24,10.38,10.66,renaissance:ideologiquement_coherent:231,ideologiquement_coherent,renaissance,nouvelle_energie,22.9,14.4,8.5,59.3,40.7,18.6,renaissance,renaissance,true,true,true,71.5,55.12,44.88,10.24,10.66,9.56,61.1,38.9,22.35,21.83,0.42
9.18,9.98,10.46,10.78,11.16,11.58,12.4,renaissance:ideologiquement_coherent:232,ideologiquement_coherent,renaissance,ps,20,12.4,7.6,58.9,41.1,17.8,renaissance,renaissance,true,true,true,70.8,55.58,44.42,11.16,12.4,9.18,61.7,38.3,22.81,21.36,1.24
10.04,12.58,14.1,15.12,16.34,17.64,20.18,renaissance:ideologiquement_coherent:233,ideologiquement_coherent,renaissance,lfi,21.2,12.8,8.4,51.6,48.4,3.2,renaissance,renaissance,true,true,true,71.4,58.17,41.83,16.34,20.18,10.04,62,38,23.61,19.01,3.84
4.62,5.6,6.18,6.58,7.04,7.56,8.54,renaissance:ideologiquement_coherent:234,ideologiquement_coherent,renaissance,ps,17.7,13.9,3.8,50.6,49.4,1.2,renaissance,renaissance,true,true,true,71,53.52,46.48,7.04,8.54,4.62,56,44,23.31,21.53,1.5
16.54,17.52,18.1,18.5,18.96,19.48,20.44,renaissance:ideologiquement_coherent:235,ideologiquement_coherent,renaissance,ps,27.2,13.1,14.1,58,42,16,renaissance,renaissance,true,true,true,71.6,59.48,40.52,18.96,20.44,16.54,67.6,32.4,21.27,19.41,1.48
1.7,6.78,9.82,11.86,14.3,16.94,22.02,renaissance:ideologiquement_coherent:236,ideologiquement_coherent,renaissance,rn,17,15.4,1.6,61,39,22,renaissance,renaissance,true,true,true,71,57.15,42.85,14.3,22.02,1.7,52.1,47.9,25.81,16.8,7.72
6.88,6.3,5.96,5.74,5.46,5.16,4.58,renaissance:ideologiquement_coherent:237,ideologiquement_coherent,renaissance,horizons,18.8,13.3,5.5,50.4,49.6,0.8,renaissance,renaissance,true,true,true,70.2,52.73,47.27,5.46,4.58,6.88,58.5,41.5,20.18,21.18,-0.88
15.34,19.04,21.24,22.72,24.48,26.4,30.1,renaissance:ideologiquement_coherent:238,ideologiquement_coherent,renaissance,rn,27,14.5,12.5,59,41,18,renaissance,renaissance,true,true,true,71.4,62.24,37.76,24.48,30.1,15.34,65.2,34.8,21.53,14.81,5.62
13.76,15.04,15.8,16.32,16.92,17.58,18.86,renaissance:ideologiquement_coherent:239,ideologiquement_coherent,renaissance,ps,26.4,15.1,11.3,54.6,45.4,9.2,renaissance,renaissance,true,true,true,71,58.46,41.54,16.92,18.86,13.76,63.7,36.3,19.49,17.16,1.94
8.42,9.02,9.38,9.62,9.92,10.22,10.84,renaissance:ideologiquement_coherent:240,ideologiquement_coherent,renaissance,horizons,22.8,16.1,6.7,53,47,6,renaissance,renaissance,true,true,true,70.4,54.96,45.04,9.92,10.84,8.42,58.7,41.3,18.94,17.87,0.92
11.76,16,18.54,20.22,22.26,24.46,28.7,renaissance:ideologiquement_coherent:241,ideologiquement_coherent,renaissance,rn,23,13.5,9.5,55.4,44.6,10.8,renaissance,renaissance,true,true,true,71,61.13,38.87,22.26,28.7,11.76,63,37,23.51,15.94,6.44
13.82,14.38,14.72,14.94,15.2,15.48,16.04,renaissance:ideologiquement_coherent:242,ideologiquement_coherent,renaissance,nouvelle_energie,26.4,14.5,11.9,52,48,4,renaissance,renaissance,true,true,true,71.2,57.6,42.4,15.2,16.04,13.82,64.3,35.7,20.14,19.1,0.84
5.6,6.04,6.32,6.5,6.72,6.94,7.4,renaissance:ideologiquement_coherent:243,ideologiquement_coherent,renaissance,ps,20.1,15.6,4.5,51.1,48.9,2.2,renaissance,renaissance,true,true,true,70.9,53.36,46.64,6.72,7.4,5.6,56.4,43.6,20.78,19.97,0.68
8.24,8.06,7.94,7.86,7.78,7.68,7.48,renaissance:ideologiquement_coherent:244,ideologiquement_coherent,renaissance,horizons,21.5,14.7,6.8,54.1,45.9,8.2,renaissance,renaissance,true,true,true,70.5,53.89,46.11,7.78,7.48,8.24,59.3,40.7,20.05,20.39,-0.3
8.52,10.02,10.9,11.5,12.22,13,14.48,renaissance:ideologiquement_coherent:245,ideologiquement_coherent,renaissance,nouvelle_energie,22.6,15.6,7,54.2,45.8,8.4,renaissance,renaissance,true,true,true,71.4,56.11,43.89,12.22,14.48,8.52,59.4,40.6,22.27,19.46,2.26
4.2,5.68,6.56,7.16,7.86,8.62,10.1,renaissance:ideologiquement_coherent:246,ideologiquement_coherent,renaissance,ps,18.9,15.4,3.5,51.6,48.4,3.2,renaissance,renaissance,true,true,true,70.8,53.93,46.07,7.86,10.1,4.2,55,45,22.4,19.75,2.24
10.96,12.58,13.54,14.2,14.96,15.8,17.42,renaissance:ideologiquement_coherent:247,ideologiquement_coherent,renaissance,ps,22.2,13,9.2,57.1,42.9,14.2,renaissance,renaissance,true,true,true,71,57.48,42.52,14.96,17.42,10.96,62.9,37.1,22.7,19.74,2.46
7.1,11.08,13.46,15.04,16.94,19,22.98,renaissance:ideologiquement_coherent:248,ideologiquement_coherent,renaissance,lfi,21.7,15.4,6.3,62.2,37.8,24.4,renaissance,renaissance,true,true,true,71.5,58.47,41.53,16.94,22.98,7.1,58,42,24.32,16.97,6.04
2.02,2.48,2.78,2.96,3.2,3.44,3.92,renaissance:ideologiquement_coherent:249,ideologiquement_coherent,renaissance,horizons,17.6,16,1.6,56.8,43.2,13.6,renaissance,renaissance,true,true,true,70.3,51.6,48.4,3.2,3.92,2.02,52.4,47.6,20.96,20.12,0.72
14.08,15,15.54,15.92,16.36,16.82,17.74,renaissance:ideologiquement_coherent:250,ideologiquement_coherent,renaissance,ps,25.5,13.8,11.7,55,45,10,renaissance,renaissance,true,true,true,71.3,58.18,41.82,16.36,17.74,14.08,65.1,34.9,20.82,19.12,1.38
1.36,2.72,3.54,4.08,4.74,5.44,6.8,renaissance:ideologiquement_coherent:252,ideologiquement_coherent,renaissance,ps,14.8,13.6,1.2,52.6,47.4,5.2,renaissance,renaissance,true,true,true,71,52.37,47.63,4.74,6.8,1.36,52,48,25.14,22.68,2.06
12.56,16.2,18.4,19.86,21.6,23.5,27.16,renaissance:ideologiquement_coherent:253,ideologiquement_coherent,renaissance,rn,24,13.7,10.3,59.9,40.1,19.8,renaissance,renaissance,true,true,true,71.2,60.8,39.2,21.6,27.16,12.56,63.5,36.5,22.76,16.19,5.56
