finalistLeft,finalistRight,r1Margin,r2Margin,r2ScoreLeft,r2ScoreRight,favoriteAtR1,favoriteWonR2
horizons,lr,7.1,1.2,49.4,50.6,horizons,false
horizons,ps,6.7,1.8,50.9,49.1,horizons,true
horizons,nouvelle_energie,7,0.2,49.9,50.1,horizons,false
horizons,ps,11.4,1.8,50.9,49.1,horizons,true
horizons,nouvelle_energie,6.5,0.2,49.9,50.1,horizons,false
horizons,ps,7.5,1.6,49.2,50.8,horizons,false
horizons,ps,7.8,1,50.5,49.5,horizons,true
horizons,ps,5.1,0.4,49.8,50.2,horizons,false
horizons,ps,9,1,50.5,49.5,horizons,true
horizons,nouvelle_energie,5.3,0.6,49.7,50.3,horizons,false
horizons,ps,5.3,0.6,50.3,49.7,horizons,true
horizons,rn,4.7,1.8,50.9,49.1,horizons,true
horizons,nouvelle_energie,8.9,1.4,50.7,49.3,horizons,true
horizons,ps,7.6,1.2,50.6,49.4,horizons,true
horizons,nouvelle_energie,2.1,0.8,49.6,50.4,horizons,false
horizons,ps,6.1,1,50.5,49.5,horizons,true
horizons,nouvelle_energie,2.1,0.8,50.4,49.6,horizons,true
horizons,ps,1,0.6,49.7,50.3,horizons,false
horizons,nouvelle_energie,6,1.6,49.2,50.8,horizons,false
horizons,ps,5.7,0,50,50,horizons,true
horizons,lr,7,1.4,49.3,50.7,horizons,false
horizons,nouvelle_energie,6.2,1.4,49.3,50.7,horizons,false
horizons,nouvelle_energie,6.3,0.6,50.3,49.7,horizons,true
rn,horizons,1.7,1.2,49.4,50.6,rn,false
horizons,ps,7.4,0.4,49.8,50.2,horizons,false
horizons,lfi,3.3,1.4,49.3,50.7,horizons,false
horizons,ps,1,0.8,50.4,49.6,horizons,true
rn,horizons,0.3,0.8,50.4,49.6,rn,true
horizons,nouvelle_energie,7.3,0,50,50,horizons,true
horizons,rn,3.5,1,50.5,49.5,horizons,true
horizons,renaissance,2.9,1.4,50.7,49.3,horizons,true
horizons,lfi,1,0.8,49.6,50.4,horizons,false
horizons,nouvelle_energie,2.2,1.8,50.9,49.1,horizons,true
horizons,ps,3,1.4,50.7,49.3,horizons,true
horizons,ps,4.5,1.6,49.2,50.8,horizons,false
horizons,rn,1.1,1.2,49.4,50.6,horizons,false
horizons,nouvelle_energie,5.9,1.4,50.7,49.3,horizons,true
horizons,ps,6.3,1.4,50.7,49.3,horizons,true
horizons,lr,9.6,1,50.5,49.5,horizons,true
horizons,nouvelle_energie,3.5,1.2,50.6,49.4,horizons,true
horizons,renaissance,4.1,0.4,49.8,50.2,horizons,false
horizons,ps,3.9,1.6,49.2,50.8,horizons,false
horizons,rn,0.6,1.8,50.9,49.1,horizons,true
rn,horizons,1,0.8,49.6,50.4,rn,false
horizons,renaissance,8.6,1.2,50.6,49.4,horizons,true
horizons,ps,7.7,0.6,49.7,50.3,horizons,false
horizons,lfi,3.8,1.2,50.6,49.4,horizons,true
horizons,nouvelle_energie,4.1,0,50,50,horizons,true
horizons,lfi,6.2,1,50.5,49.5,horizons,true
horizons,ps,5.9,1,49.5,50.5,horizons,false
horizons,ps,3,0.4,49.8,50.2,horizons,false
horizons,ps,2.9,1.2,50.6,49.4,horizons,true
horizons,rn,2.7,1.4,50.7,49.3,horizons,true
horizons,rn,1.3,0.4,50.2,49.8,horizons,true
horizons,renaissance,7.1,1.2,50.6,49.4,horizons,true
horizons,nouvelle_energie,4.5,1.2,50.6,49.4,horizons,true
horizons,ps,4.7,0.2,49.9,50.1,horizons,false
horizons,ps,0.9,1.4,50.7,49.3,horizons,true
horizons,nouvelle_energie,6.3,1,49.5,50.5,horizons,false
horizons,rn,2.8,1.8,50.9,49.1,horizons,true
horizons,lr,6.5,1.6,49.2,50.8,horizons,false
horizons,ps,8.3,0.2,50.1,49.9,horizons,true
horizons,ps,1.3,0.6,50.3,49.7,horizons,true
horizons,lr,5.5,0.8,49.6,50.4,horizons,false
horizons,ps,8.8,1.4,50.7,49.3,horizons,true
horizons,lfi,1.5,0.2,50.1,49.9,horizons,true
horizons,ps,2,1.4,49.3,50.7,horizons,false
horizons,rn,0.8,1.2,49.4,50.6,horizons,false
horizons,lr,5.3,1.8,50.9,49.1,horizons,true
horizons,rn,0.8,0.6,49.7,50.3,horizons,false
horizons,rn,1,0.8,50.4,49.6,horizons,true
horizons,rn,1.2,0.4,49.8,50.2,horizons,false
horizons,renaissance,2.6,0.8,50.4,49.6,horizons,true
horizons,ps,2.3,1.2,50.6,49.4,horizons,true
horizons,ps,1.8,1.6,50.8,49.2,horizons,true
horizons,nouvelle_energie,4.9,1.4,50.7,49.3,horizons,true
rn,horizons,1.6,1.6,50.8,49.2,rn,true
horizons,nouvelle_energie,5.5,0.4,49.8,50.2,horizons,false
horizons,nouvelle_energie,9.6,0,50,50,horizons,true
horizons,rn,6.1,1.2,50.6,49.4,horizons,true
horizons,ps,4.9,0.4,50.2,49.8,horizons,true
rn,horizons,1,1.4,50.7,49.3,rn,true
horizons,ps,7,0.4,50.2,49.8,horizons,true
horizons,rn,0.5,1.6,50.8,49.2,horizons,true
rn,horizons,1.2,0,50,50,rn,true
horizons,ps,1.9,1.8,50.9,49.1,horizons,true
horizons,ps,3.2,1.2,49.4,50.6,horizons,false
horizons,nouvelle_energie,5.6,1.4,50.7,49.3,horizons,true
horizons,rn,0.6,0.8,49.6,50.4,horizons,false
horizons,ps,9.4,0.4,49.8,50.2,horizons,false
horizons,ps,4.3,1.2,50.6,49.4,horizons,true
horizons,ps,1,0.2,49.9,50.1,horizons,false
horizons,ps,6.3,0.2,49.9,50.1,horizons,false
horizons,ps,3.1,1.8,50.9,49.1,horizons,true
horizons,ps,6.3,0.4,49.8,50.2,horizons,false
horizons,rn,4,0.6,50.3,49.7,horizons,true
ps,horizons,0.1,1.4,49.3,50.7,ps,false
rn,horizons,1.2,0.8,50.4,49.6,rn,true
horizons,ps,5.2,1.2,50.6,49.4,horizons,true
horizons,ps,0.6,1.6,49.2,50.8,horizons,false
nouvelle_energie,horizons,0.7,0.4,50.2,49.8,nouvelle_energie,true
horizons,ps,0.6,1.6,49.2,50.8,horizons,false
horizons,lr,1.9,1.2,50.6,49.4,horizons,true
horizons,ps,0.6,0.4,50.2,49.8,horizons,true
rn,horizons,1.2,0.6,50.3,49.7,rn,true
horizons,ps,4.4,0.2,49.9,50.1,horizons,false
rn,horizons,0.9,0.8,50.4,49.6,rn,true
horizons,nouvelle_energie,4,1,49.5,50.5,horizons,false
horizons,ps,0.4,1.6,50.8,49.2,horizons,true
horizons,ps,2.3,1.4,49.3,50.7,horizons,false
horizons,ps,3.8,1,49.5,50.5,horizons,false
rn,horizons,1.4,1.6,50.8,49.2,rn,true
horizons,nouvelle_energie,1.5,1.2,49.4,50.6,horizons,false
horizons,ps,0.2,1.2,50.6,49.4,horizons,true
horizons,ps,0.9,0.8,50.4,49.6,horizons,true
ps,horizons,2.7,0,50,50,ps,true
rn,horizons,1.5,1.2,50.6,49.4,rn,true
rn,lr,0.3,0.8,49.6,50.4,rn,false
lr,rn,3.9,1,49.5,50.5,lr,false
lr,ps,0.1,0.6,49.7,50.3,lr,false
lr,ps,1.7,0.6,50.3,49.7,lr,true
lr,horizons,6,1.6,50.8,49.2,lr,true
lr,horizons,5.3,0,50,50,lr,true
lr,ps,5.7,0.4,50.2,49.8,lr,true
lr,ps,0.3,1.4,49.3,50.7,lr,false
lr,nouvelle_energie,0.9,0.8,50.4,49.6,lr,true
lr,horizons,6.4,1.8,50.9,49.1,lr,true
lr,horizons,0.8,0,50,50,lr,true
lr,ps,0.9,1,49.5,50.5,lr,false
rn,lr,1.1,1.2,49.4,50.6,rn,false
lr,ps,2.1,0.8,50.4,49.6,lr,true
lr,ps,3.7,1.2,50.6,49.4,lr,true
lr,lfi,3.7,0.6,50.3,49.7,lr,true
rn,lr,0.2,0.2,49.9,50.1,rn,false
lr,horizons,9,1,49.5,50.5,lr,false
lr,horizons,3.8,1.8,50.9,49.1,lr,true
lr,ps,3.5,0.6,49.7,50.3,lr,false
horizons,lr,0.3,1.8,50.9,49.1,horizons,true
lr,horizons,4.6,1,50.5,49.5,lr,true
lr,nouvelle_energie,5.7,1.4,49.3,50.7,lr,false
ps,lr,0.2,1.6,50.8,49.2,ps,true
lr,rn,4.2,0.4,50.2,49.8,lr,true
lr,horizons,1.3,1.6,50.8,49.2,lr,true
lr,horizons,7.2,1.8,50.9,49.1,lr,true
ps,lr,0.3,1.4,50.7,49.3,ps,true
lr,rn,0,1.8,49.1,50.9,lr,false
lr,renaissance,3.6,1.4,49.3,50.7,lr,false
lr,ps,2.8,1.8,50.9,49.1,lr,true
lr,ps,5.1,0.8,50.4,49.6,lr,true
lr,horizons,7.7,1.6,49.2,50.8,lr,false
lr,ps,1.2,0.2,49.9,50.1,lr,false
lr,horizons,2.5,0.4,49.8,50.2,lr,false
lr,horizons,5.4,0.6,50.3,49.7,lr,true
lr,horizons,5,0,50,50,lr,true
lr,ps,5.8,1.2,49.4,50.6,lr,false
lr,ps,3.1,1.8,50.9,49.1,lr,true
horizons,lr,0,0.6,49.7,50.3,horizons,false
rn,lr,0.3,1.8,49.1,50.9,rn,false
lr,ps,6.3,0.4,49.8,50.2,lr,false
lr,renaissance,1.8,1.2,50.6,49.4,lr,true
lr,horizons,0.5,0.6,49.7,50.3,lr,false
ps,lr,0.4,1.4,49.3,50.7,ps,false
lr,horizons,5.9,0.2,50.1,49.9,lr,true
lr,rn,2.1,0,50,50,lr,true
lr,horizons,6,0.4,50.2,49.8,lr,true
lr,ps,5.3,0.4,50.2,49.8,lr,true
lr,ps,5.2,0.2,50.1,49.9,lr,true
lr,horizons,5.2,0.6,50.3,49.7,lr,true
lr,ps,1.7,1.2,49.4,50.6,lr,false
lr,ps,1.5,1.4,49.3,50.7,lr,false
lr,rn,1.3,0.2,49.9,50.1,lr,false
lr,ps,9.3,1.4,50.7,49.3,lr,true
lr,renaissance,4.3,1.8,50.9,49.1,lr,true
lr,nouvelle_energie,4.4,1.8,49.1,50.9,lr,false
rn,lr,0.2,0.6,49.7,50.3,rn,false
lr,horizons,10.6,1.8,50.9,49.1,lr,true
lr,horizons,3.6,1.6,49.2,50.8,lr,false
lr,nouvelle_energie,2.1,1,50.5,49.5,lr,true
lr,ps,2,1.4,49.3,50.7,lr,false
lr,horizons,7.9,0.4,49.8,50.2,lr,false
lr,ps,4.3,0.4,50.2,49.8,lr,true
lr,ps,4.2,0.2,49.9,50.1,lr,false
lr,rn,3.1,1.6,50.8,49.2,lr,true
lr,horizons,4.5,0.8,50.4,49.6,lr,true
lr,horizons,7.1,1.2,50.6,49.4,lr,true
lr,lfi,5,1.2,50.6,49.4,lr,true
lr,ps,4.2,1.4,49.3,50.7,lr,false
lr,ps,7.9,1.2,50.6,49.4,lr,true
lr,ps,1,0.4,50.2,49.8,lr,true
lr,nouvelle_energie,9.9,1.4,50.7,49.3,lr,true
lr,nouvelle_energie,4.7,1,49.5,50.5,lr,false
lr,nouvelle_energie,0.7,0.2,50.1,49.9,lr,true
lr,rn,1.9,1.4,49.3,50.7,lr,false
lr,nouvelle_energie,3.9,0.4,50.2,49.8,lr,true
lr,ps,4.4,1,49.5,50.5,lr,false
lr,ps,5.3,0.2,50.1,49.9,lr,true
lr,nouvelle_energie,5.3,0.8,50.4,49.6,lr,true
lr,ps,4,1.2,49.4,50.6,lr,false
lr,horizons,7.5,1.4,50.7,49.3,lr,true
lr,horizons,2.6,0.2,49.9,50.1,lr,false
lr,nouvelle_energie,6.3,1.4,49.3,50.7,lr,false
lr,horizons,4.3,0.8,49.6,50.4,lr,false
lr,nouvelle_energie,3.7,0.6,50.3,49.7,lr,true
lr,renaissance,5.3,1,50.5,49.5,lr,true
lr,horizons,9.8,1.4,50.7,49.3,lr,true
lr,horizons,0.3,0.4,50.2,49.8,lr,true
lr,ps,4,1,50.5,49.5,lr,true
lr,nouvelle_energie,9.3,1,50.5,49.5,lr,true
lr,ps,8.1,0.6,49.7,50.3,lr,false
lr,nouvelle_energie,0.9,0.8,50.4,49.6,lr,true
horizons,lr,1.9,0.2,50.1,49.9,horizons,true
lr,rn,0.4,0.4,49.8,50.2,lr,false
lr,ps,6.9,1.8,50.9,49.1,lr,true
lr,horizons,8.1,0.2,50.1,49.9,lr,true
lr,horizons,5.9,0.6,49.7,50.3,lr,false
rn,lr,0.4,1,50.5,49.5,rn,true
lr,ps,0.1,1.2,49.4,50.6,lr,false
lr,ps,6,0.8,50.4,49.6,lr,true
lr,rn,2,1.6,49.2,50.8,lr,false
lr,nouvelle_energie,2.1,0.2,50.1,49.9,lr,true
lr,horizons,5.6,1.8,50.9,49.1,lr,true
lr,horizons,3.8,1.4,50.7,49.3,lr,true
ps,lr,0.2,0.8,50.4,49.6,ps,true
lr,ps,0.1,1.8,50.9,49.1,lr,true
horizons,lr,3.2,0.2,50.1,49.9,horizons,true
lr,horizons,1.6,1.4,49.3,50.7,lr,false
lr,ps,1,1,49.5,50.5,lr,false
lr,horizons,7.6,0.2,49.9,50.1,lr,false
lr,nouvelle_energie,4.4,0.6,49.7,50.3,lr,false
lr,ps,5.5,1.4,50.7,49.3,lr,true
rn,lr,1,1,49.5,50.5,rn,false
lr,rn,1.4,1.6,50.8,49.2,lr,true
lr,ps,0.6,1.2,50.6,49.4,lr,true
nouvelle_energie,lr,4.4,1,49.5,50.5,nouvelle_energie,false
lr,ps,0.8,0.6,49.7,50.3,lr,false
lr,ps,2.6,1.8,50.9,49.1,lr,true
lr,horizons,3.4,1,50.5,49.5,lr,true
lr,nouvelle_energie,0.1,1.6,50.8,49.2,lr,true
lr,ps,0.6,1,49.5,50.5,lr,false
lr,nouvelle_energie,4.6,0.6,49.7,50.3,lr,false
lr,ps,0.8,1.2,49.4,50.6,lr,false
ps,lr,3.4,1.4,49.3,50.7,ps,false
lr,nouvelle_energie,0.5,1.2,50.6,49.4,lr,true
lr,rn,2.2,1,50.5,49.5,lr,true
lr,nouvelle_energie,4.5,0.4,49.8,50.2,lr,false
rn,lr,2.6,1.2,49.4,50.6,rn,false
lr,horizons,1.8,0.8,50.4,49.6,lr,true
lr,ps,1.1,0.6,49.7,50.3,lr,false
lr,ps,1.6,1.8,50.9,49.1,lr,true
lr,ps,10.7,0.8,49.6,50.4,lr,false
lr,nouvelle_energie,2.3,1.2,50.6,49.4,lr,true
lr,ps,2,0.4,50.2,49.8,lr,true
lr,ps,0.6,0.6,49.7,50.3,lr,false
lr,horizons,9.6,0.8,50.4,49.6,lr,true
lr,rn,2.8,0.6,50.3,49.7,lr,true
lr,horizons,9.7,1.8,50.9,49.1,lr,true
lr,ps,9.2,0.6,50.3,49.7,lr,true
lr,renaissance,4.9,0.4,49.8,50.2,lr,false
lr,rn,2.3,1.8,50.9,49.1,lr,true
lr,horizons,7.3,0.8,49.6,50.4,lr,false
lr,ps,2.9,1.6,49.2,50.8,lr,false
lr,rn,3.2,0,50,50,lr,true
lr,horizons,2.5,0.8,50.4,49.6,lr,true
lr,ps,2.8,0.2,50.1,49.9,lr,true
horizons,lr,1.1,1,50.5,49.5,horizons,true
lr,nouvelle_energie,1.4,0.8,50.4,49.6,lr,true
lr,horizons,7.2,1.6,49.2,50.8,lr,false
lr,nouvelle_energie,10.4,0.2,50.1,49.9,lr,true
lr,ps,4.6,1.6,49.2,50.8,lr,false
lr,horizons,6.1,0.2,49.9,50.1,lr,false
rn,lr,0.2,0.4,49.8,50.2,rn,false
lr,ps,0.1,0.8,50.4,49.6,lr,true
lr,rn,1,1.8,49.1,50.9,lr,false
ps,lr,0.3,1.4,50.7,49.3,ps,true
lr,nouvelle_energie,6.4,0.6,50.3,49.7,lr,true
lr,ps,2.2,1.2,50.6,49.4,lr,true
lr,rn,1.2,0.6,50.3,49.7,lr,true
lr,rn,2.6,1.8,50.9,49.1,lr,true
lr,lfi,5.9,1.2,50.6,49.4,lr,true
lr,renaissance,5.6,1,49.5,50.5,lr,false
lr,renaissance,3.6,0.6,49.7,50.3,lr,false
lr,horizons,2.6,1.6,50.8,49.2,lr,true
lr,ps,3.5,1.6,49.2,50.8,lr,false
lr,ps,3.1,1.2,49.4,50.6,lr,false
lr,ps,4.8,0.2,50.1,49.9,lr,true
lr,nouvelle_energie,1.9,0.2,50.1,49.9,lr,true
lr,rn,1.1,1.2,49.4,50.6,lr,false
ps,lr,2.4,0,50,50,ps,true
lr,nouvelle_energie,0,0.6,50.3,49.7,lr,true
lr,horizons,5.4,1,50.5,49.5,lr,true
lr,ps,4.1,0,50,50,lr,true
lr,rn,2.3,1.8,50.9,49.1,lr,true
lr,renaissance,8,0.8,49.6,50.4,lr,false
lr,ps,0.4,1,50.5,49.5,lr,true
lr,lfi,6.8,1.4,50.7,49.3,lr,true
lr,ps,1.6,1,50.5,49.5,lr,true
lr,rn,1.4,0.2,49.9,50.1,lr,false
lr,ps,5.7,1.6,50.8,49.2,lr,true
lr,lfi,4,0.8,49.6,50.4,lr,false
ps,lr,0.4,1.2,49.4,50.6,ps,false
ps,lr,0.4,0,50,50,ps,true
lr,rn,1.8,1.8,49.1,50.9,lr,false
lr,rn,5.3,1.6,49.2,50.8,lr,false
lr,horizons,1.7,1.2,50.6,49.4,lr,true
lr,ps,6.5,0.2,50.1,49.9,lr,true
lr,rn,4.5,0.6,49.7,50.3,lr,false
horizons,lr,1.4,1.8,49.1,50.9,horizons,false
lfi,lr,0,1.4,49.3,50.7,lfi,false
lr,ps,0.4,1.8,49.1,50.9,lr,false
rn,lr,0.3,0.6,49.7,50.3,rn,false
lr,horizons,4.7,0,50,50,lr,true
ps,lr,0.3,0.2,50.1,49.9,ps,true
ps,lr,1.8,0.4,50.2,49.8,ps,true
lr,lfi,3.4,1.2,49.4,50.6,lr,false
lr,ps,1.3,0.6,50.3,49.7,lr,true
lr,ps,4.8,0.2,49.9,50.1,lr,false
lr,rn,0.3,1,49.5,50.5,lr,false
nouvelle_energie,lr,1.8,1.6,50.8,49.2,nouvelle_energie,true
lr,rn,4.2,1.2,50.6,49.4,lr,true
lr,nouvelle_energie,1.3,0.2,50.1,49.9,lr,true
lr,rn,3.2,0.8,49.6,50.4,lr,false
lr,rn,1.8,0.4,49.8,50.2,lr,false
lr,ps,1.5,0.4,50.2,49.8,lr,true
lr,ps,1.2,0.6,49.7,50.3,lr,false
lr,horizons,1.7,0.2,50.1,49.9,lr,true
lr,ps,0.2,0.6,49.7,50.3,lr,false
lr,ps,0.9,1.8,50.9,49.1,lr,true
lr,rn,2.4,1.6,49.2,50.8,lr,false
lr,horizons,0.6,1.4,50.7,49.3,lr,true
lr,ps,3.3,1.8,49.1,50.9,lr,false
lr,ps,3.8,1,49.5,50.5,lr,false
rn,ecologistes,11.5,0.4,49.8,50.2,rn,false
ps,rn,1.2,1.8,50.9,49.1,ps,true
rn,nouvelle_energie,7.8,1.4,50.7,49.3,rn,true
rn,horizons,10.6,0.2,49.9,50.1,rn,false
rn,lfi,10.7,1,50.5,49.5,rn,true
rn,ps,11.4,0.8,49.6,50.4,rn,false
rn,horizons,11,0.6,50.3,49.7,rn,true
rn,horizons,3.9,0.4,50.2,49.8,rn,true
rn,lfi,11.6,1,50.5,49.5,rn,true
rn,horizons,8.9,1.4,50.7,49.3,rn,true
rn,ps,4.7,1,50.5,49.5,rn,true
rn,horizons,11.6,0.4,50.2,49.8,rn,true
rn,ps,10.2,1.6,50.8,49.2,rn,true
rn_dissidence_18,rn,2.3,0,50,50,rn_dissidence_18,true
rn,ps,4.8,1.4,49.3,50.7,rn,false
rn,ps,1.8,0.2,50.1,49.9,rn,true
rn,ps,5.7,1.6,50.8,49.2,rn,true
rn,horizons,4.1,1.6,49.2,50.8,rn,false
rn,horizons,9.1,1.4,50.7,49.3,rn,true
rn,horizons,9.4,1.2,49.4,50.6,rn,false
rn,horizons,11.7,1,50.5,49.5,rn,true
rn,ps,10.2,0.2,50.1,49.9,rn,true
rn,nouvelle_energie,12.8,1,50.5,49.5,rn,true
rn,nouvelle_energie,7,0.2,50.1,49.9,rn,true
rn,ps,9.1,0,50,50,rn,true
rn,ps,7.8,0.8,49.6,50.4,rn,false
rn,ps,4.5,0,50,50,rn,true
rn,nouvelle_energie,8.5,0.2,49.9,50.1,rn,false
rn,lfi,8.2,0.4,50.2,49.8,rn,true
rn,ps,8.1,0.8,49.6,50.4,rn,false
rn,nouvelle_energie,6.1,1.2,50.6,49.4,rn,true
rn,ps,7.2,0,50,50,rn,true
rn,horizons,10.5,1,49.5,50.5,rn,false
rn,renaissance,1.6,1.4,49.3,50.7,rn,false
rn,ps,7.8,0.6,49.7,50.3,rn,false
rn,renaissance,7.1,1,49.5,50.5,rn,false
nouvelle_energie,rn,0,1.6,49.2,50.8,nouvelle_energie,false
rn,renaissance,10.7,1.6,49.2,50.8,rn,false
rn,nouvelle_energie,6.5,1,50.5,49.5,rn,true
rn,horizons,10.4,0.8,49.6,50.4,rn,false
rn,ps,12.6,0.8,50.4,49.6,rn,true
rn,horizons,12.1,0.2,49.9,50.1,rn,false
rn,lfi,8.4,1.6,50.8,49.2,rn,true
rn,horizons,9.2,1.8,49.1,50.9,rn,false
rn,ps,8.9,0.4,49.8,50.2,rn,false
rn,horizons,5.5,1,50.5,49.5,rn,true
rn,nouvelle_energie,10,0.4,49.8,50.2,rn,false
rn,ps,6.8,1.2,49.4,50.6,rn,false
rn,nouvelle_energie,4.4,0.8,49.6,50.4,rn,false
rn,ps,6.5,1,50.5,49.5,rn,true
rn,horizons,11.2,0.4,50.2,49.8,rn,true
rn,ps,9.3,0.6,49.7,50.3,rn,false
rn,horizons,12.5,1.4,50.7,49.3,rn,true
rn,horizons,10.1,0,50,50,rn,true
rn,ps,11.2,0.6,50.3,49.7,rn,true
rn,horizons,8.4,0.6,50.3,49.7,rn,true
rn,lr,12.1,0.8,50.4,49.6,rn,true
rn,lr,7.7,1.8,49.1,50.9,rn,false
rn,ps,10.3,0.6,49.7,50.3,rn,false
rn,ps,10.9,0.4,50.2,49.8,rn,true
rn,ps,13.8,0.8,49.6,50.4,rn,false
rn,nouvelle_energie,12.8,0.4,50.2,49.8,rn,true
rn,ps,11.8,1.4,50.7,49.3,rn,true
rn,ps,7.9,1.8,49.1,50.9,rn,false
rn,ps,6,0.8,49.6,50.4,rn,false
rn,lfi,10.4,1.8,50.9,49.1,rn,true
rn,lr,12,1.4,50.7,49.3,rn,true
rn,horizons,5,0.2,49.9,50.1,rn,false
rn,ps,5.9,1.6,49.2,50.8,rn,false
rn,nouvelle_energie,11.8,0.8,50.4,49.6,rn,true
rn,nouvelle_energie,8.9,0,50,50,rn,true
rn,horizons,11.3,1.8,50.9,49.1,rn,true
rn,rn_dissidence_21,6.9,1,50.5,49.5,rn,true
rn,ps,8.5,0.6,50.3,49.7,rn,true
rn,horizons,4.4,1.4,49.3,50.7,rn,false
rn,nouvelle_energie,10.3,0.6,50.3,49.7,rn,true
rn,ps,6.9,1.2,50.6,49.4,rn,true
rn,renaissance,10.6,1.8,50.9,49.1,rn,true
rn,ps,11.4,1.8,50.9,49.1,rn,true
rn,ps,8.6,1.2,49.4,50.6,rn,false
rn,horizons,7.4,0.8,50.4,49.6,rn,true
rn,horizons,9.3,1.8,50.9,49.1,rn,true
rn,lr,4,0.2,49.9,50.1,rn,false
rn,renaissance,12.4,0,50,50,rn,true
rn,ps,11.5,0.8,49.6,50.4,rn,false
rn,lr,9.8,1.6,49.2,50.8,rn,false
rn,horizons,10.3,1.4,49.3,50.7,rn,false
rn,nouvelle_energie,10.8,1.8,50.9,49.1,rn,true
rn,ps,9.2,1.2,50.6,49.4,rn,true
rn,lr,10.2,0.4,49.8,50.2,rn,false
rn,lr,10.4,1.6,50.8,49.2,rn,true
rn,horizons,9.7,0.4,50.2,49.8,rn,true
rn,ps,5.7,1,49.5,50.5,rn,false
rn,rn_dissidence_19,10.7,1.2,50.6,49.4,rn,true
rn,horizons,11,0,50,50,rn,true
rn,ps,5.4,0.2,49.9,50.1,rn,false
rn,rn_dissidence_20,3,0.4,49.8,50.2,rn,false
rn,horizons,4.2,1,49.5,50.5,rn,false
rn,renaissance,8.9,1.8,50.9,49.1,rn,true
rn,ps,8.7,0.4,49.8,50.2,rn,false
rn,lr,9.8,1.2,50.6,49.4,rn,true
rn,ps,11.7,1.8,49.1,50.9,rn,false
rn,ps,4.7,0.8,50.4,49.6,rn,true
rn,renaissance,13.7,1.6,49.2,50.8,rn,false
rn,ps,11.8,0.8,50.4,49.6,rn,true
rn,nouvelle_energie,3.9,0.8,49.6,50.4,rn,false
rn,rn_dissidence_22,2,0.8,50.4,49.6,rn,true
rn,nouvelle_energie,8.2,0.2,50.1,49.9,rn,true
rn,horizons,7.3,0.2,49.9,50.1,rn,false
rn,renaissance,15.6,0,50,50,rn,true
rn,nouvelle_energie,16.7,1,50.5,49.5,rn,true
rn,horizons,12.2,0.8,49.6,50.4,rn,false
rn,renaissance,10.2,0.8,50.4,49.6,rn,true
rn,ps,9.7,0.4,50.2,49.8,rn,true
rn,rn_dissidence_21,3.5,1.2,49.4,50.6,rn,false
rn,nouvelle_energie,9.8,0.6,50.3,49.7,rn,true
rn,ps,13.1,0.6,49.7,50.3,rn,false
rn,horizons,10.9,0,50,50,rn,true
rn,ps,6.1,0.6,49.7,50.3,rn,false
rn,ps,14.2,0.6,49.7,50.3,rn,false
rn,ps,11.6,1.4,49.3,50.7,rn,false
rn,ps,15.5,0.6,49.7,50.3,rn,false
rn,lr,11.9,1.8,49.1,50.9,rn,false
rn,ps,11.9,0.8,50.4,49.6,rn,true
rn,horizons,13.1,1.8,50.9,49.1,rn,true
rn,horizons,10.6,0.4,50.2,49.8,rn,true
rn,nouvelle_energie,7.2,0.4,49.8,50.2,rn,false
rn,ps,5.8,1.6,49.2,50.8,rn,false
rn,nouvelle_energie,14.4,1,50.5,49.5,rn,true
rn,ps,13,1.8,50.9,49.1,rn,true
rn,horizons,11,1.6,50.8,49.2,rn,true
rn,ps,12.9,0.6,49.7,50.3,rn,false
rn,horizons,11.6,1.2,49.4,50.6,rn,false
rn,nouvelle_energie,8.4,1.2,49.4,50.6,rn,false
rn,horizons,12.4,0.6,49.7,50.3,rn,false
rn,renaissance,9.2,0.6,49.7,50.3,rn,false
rn,ps,11.4,0,50,50,rn,true
rn,ps,14.7,1.6,50.8,49.2,rn,true
rn,horizons,12.3,0.2,49.9,50.1,rn,false
rn,horizons,13.2,1.2,49.4,50.6,rn,false
rn,ps,9.9,1.6,50.8,49.2,rn,true
rn,horizons,13.3,0.8,49.6,50.4,rn,false
rn,nouvelle_energie,13.9,0.8,49.6,50.4,rn,false
rn,ps,6.5,1,49.5,50.5,rn,false
rn,ps,9.1,0.2,49.9,50.1,rn,false
rn,lfi,12.6,0.6,50.3,49.7,rn,true
rn,ps,10.1,1.6,50.8,49.2,rn,true
rn,ps,15.8,0.6,50.3,49.7,rn,true
rn,ps,9.7,1,50.5,49.5,rn,true
rn,ps,10.4,0.8,50.4,49.6,rn,true
rn,renaissance,10.4,1.8,50.9,49.1,rn,true
rn,ps,8.9,1.8,49.1,50.9,rn,false
rn,ps,2.3,0.4,50.2,49.8,rn,true
rn,ps,8.4,0.2,50.1,49.9,rn,true
rn,nouvelle_energie,11.6,0,50,50,rn,true
rn,lr,6.7,1.8,49.1,50.9,rn,false
rn,ps,4.4,1.4,50.7,49.3,rn,true
rn,renaissance,14.8,1.4,50.7,49.3,rn,true
rn,ps,9.1,1,49.5,50.5,rn,false
rn,renaissance,14.2,1,49.5,50.5,rn,false
rn,nouvelle_energie,9.7,0.4,49.8,50.2,rn,false
rn,horizons,2.1,0.8,50.4,49.6,rn,true
rn,horizons,9.9,1,49.5,50.5,rn,false
rn,ps,9,0,50,50,rn,true
rn,ps,11,0.4,50.2,49.8,rn,true
