agent,decisionIndex,polling
contrarien,15,11.979
contrarien,20,11.5
contrarien,0,13
contrarien,5,12.16
contrarien,10,12.781
contrarien,15,13.102
contrarien,20,13
contrarien,0,12.3
contrarien,5,12.354
contrarien,10,12.431
contrarien,15,11.278
contrarien,20,14.8
contrarien,0,10.9
contrarien,5,11.983
contrarien,10,12.152
contrarien,15,11.942
contrarien,20,13.4
contrarien,0,12.1
contrarien,5,11.799
contrarien,10,10.362
contrarien,15,10.392
contrarien,20,12.4
contrarien,0,11.6
contrarien,5,12.313
contrarien,10,12.073
contrarien,15,11.468
contrarien,20,12.2
contrarien,0,8.9
contrarien,5,11.653
contrarien,10,12.257
contrarien,15,12.859
contrarien,20,15.3
contrarien,0,14.4
contrarien,5,13.739
contrarien,10,14.503
contrarien,15,14.143
contrarien,20,15.8
contrarien,0,9.7
contrarien,5,12.832
contrarien,10,13.225
contrarien,15,13.436
contrarien,20,11.7
contrarien,0,11.5
contrarien,5,11.642
contrarien,10,11.388
contrarien,15,10.048
contrarien,20,7.2
contrarien,0,13.4
contrarien,5,11.961
contrarien,10,11.936
contrarien,15,10.109
contrarien,20,8.5
contrarien,0,11.2
contrarien,5,11.499
contrarien,10,9.412
contrarien,15,10.116
contrarien,20,7.1
contrarien,0,10
contrarien,5,13.692
contrarien,10,14.504
contrarien,15,14.067
contrarien,20,9.3
contrarien,0,9.3
contrarien,5,12.052
contrarien,10,11.561
contrarien,15,12.152
contrarien,20,10.4
contrarien,0,13.3
contrarien,5,12.038
contrarien,10,11.21
contrarien,15,11.902
contrarien,20,9.6
aleatoire,0,8.6
aleatoire,5,10.145
aleatoire,10,11.052
aleatoire,15,12.159
aleatoire,20,16.9
aleatoire,0,8.2
aleatoire,5,12.184
aleatoire,10,12.765
aleatoire,15,13.56
aleatoire,20,15.1
aleatoire,0,9.5
aleatoire,5,11.83
aleatoire,10,12.306
aleatoire,15,12.872
aleatoire,20,9.7
aleatoire,0,12.9
aleatoire,5,12.127
aleatoire,10,12.632
aleatoire,15,13.269
aleatoire,20,12.3
aleatoire,0,12.8
aleatoire,5,11.472
aleatoire,10,10.308
aleatoire,15,11.495
aleatoire,20,13.5
aleatoire,0,14
aleatoire,5,10.964
aleatoire,10,11.97
aleatoire,15,12.802
aleatoire,20,11.2
aleatoire,0,7.4
aleatoire,5,11.431
aleatoire,10,11.919
aleatoire,15,13.881
aleatoire,20,14.6
aleatoire,0,7.1
aleatoire,5,12.328
aleatoire,10,13.761
aleatoire,15,14.471
aleatoire,20,13.5
aleatoire,0,11.3
aleatoire,5,11.357
aleatoire,10,12.482
aleatoire,15,13.693
aleatoire,20,12.3
aleatoire,0,11.8
aleatoire,5,11.671
aleatoire,10,12.223
aleatoire,15,13.096
aleatoire,20,16.3
aleatoire,0,7.4
aleatoire,5,11.119
aleatoire,10,12.125
aleatoire,15,13.132
aleatoire,20,14.9
aleatoire,0,11.6
aleatoire,5,12.218
aleatoire,10,12.264
aleatoire,15,13.045
aleatoire,20,13.7
aleatoire,0,8.3
aleatoire,5,11.147
aleatoire,10,12.011
aleatoire,15,13.152
aleatoire,20,17.2
aleatoire,0,7.2
aleatoire,5,11.598
aleatoire,10,11.994
aleatoire,15,13.058
aleatoire,20,11.3
aleatoire,0,12.4
aleatoire,5,11.751
aleatoire,10,13.141
aleatoire,15,13.367
aleatoire,20,14.2
prudent,0,7.4
prudent,5,12.062
prudent,10,13.529
prudent,15,14.022
prudent,20,13.8
prudent,0,13.6
prudent,5,11.628
prudent,10,11.972
prudent,15,12.759
prudent,20,12.3
prudent,0,12.5
prudent,5,11.62
prudent,10,12.581
prudent,15,14.12
prudent,20,14.8
prudent,0,13.7
prudent,5,11.288
prudent,10,12.37
prudent,15,12.223
prudent,20,9.8
prudent,0,9.4
prudent,5,11.525
prudent,10,12.302
prudent,15,13.123
prudent,20,10.5
prudent,0,12.5
prudent,5,11.639
prudent,10,12.637
prudent,15,13.581
prudent,20,14.3
prudent,0,10.1
prudent,5,11.671
prudent,10,12.863
prudent,15,13.669
prudent,20,16.1
prudent,0,9.6
prudent,5,11.67
prudent,10,12.391
prudent,15,13.74
prudent,20,12.9
prudent,0,10.8
prudent,5,11.689
prudent,10,12.878
prudent,15,13.428
prudent,20,18
prudent,0,8.3
prudent,5,11.383
prudent,10,12.673
prudent,15,12.902
prudent,20,12.8
prudent,0,11.1
prudent,5,11.706
prudent,10,12.714
prudent,15,13.688
prudent,20,18.4
prudent,0,12.9
prudent,5,11.722
prudent,10,12.604
prudent,15,13.137
prudent,20,14.8
prudent,0,13.7
prudent,5,11.408
prudent,10,12.489
prudent,15,12.131
prudent,20,8.8
prudent,0,9
prudent,5,11.509
prudent,10,12.208
prudent,15,12.746
prudent,20,15.9
prudent,0,12.9
prudent,5,11.632
prudent,10,12.253
prudent,15,13.499
prudent,20,10.9
risque,0,12.9
risque,5,11.828
risque,10,12.972
risque,15,12.747
risque,20,14.8
risque,0,12.6
risque,5,11.359
risque,10,10.884
risque,15,12.114
risque,20,12.1
risque,0,9.6
risque,5,11.269
risque,10,11.579
risque,15,13.009
risque,20,15.8
risque,0,11.7
risque,5,11.684
risque,10,12.709
risque,15,13.773
risque,20,14.5
risque,0,9.6
risque,5,11.356
risque,10,12.553
risque,15,12.782
risque,20,13.9
risque,0,12.6
risque,5,10.907
risque,10,11.536
risque,15,12.925
risque,20,9.5
risque,0,8.4
risque,5,12.212
risque,10,13.255
risque,15,14.515
risque,20,11.1
risque,0,13.2
risque,5,11.971
risque,10,13.279
risque,15,14.379
risque,20,15.6
risque,0,9.5
risque,5,11.652
risque,10,12.353
risque,15,14.055
risque,20,11.7
risque,0,7.7
risque,5,11.35
risque,10,12.077
risque,15,13.491
risque,20,13.8
risque,0,13.8
risque,5,11.762
risque,10,12.659
risque,15,14.627
risque,20,15.4
risque,0,11.9
risque,5,11.79
risque,10,12.858
risque,15,13.945
risque,20,15.2
risque,0,13.4
risque,5,12.111
risque,10,12.527
risque,15,13.901
risque,20,18.2
risque,0,9.2
risque,5,11.481
risque,10,12.495
risque,15,12.835
risque,20,14.9
risque,0,9.3
risque,5,11.399
risque,10,12.292
risque,15,13.694
risque,20,15.9
ideologiquement_coherent,0,9.9
ideologiquement_coherent,5,11.687
ideologiquement_coherent,10,12.7
ideologiquement_coherent,15,14.154
ideologiquement_coherent,20,16.1
ideologiquement_coherent,0,11.8
ideologiquement_coherent,5,10.928
ideologiquement_coherent,10,11.602
ideologiquement_coherent,15,12.624
ideologiquement_coherent,20,11.8
ideologiquement_coherent,0,9.4
ideologiquement_coherent,5,11.792
ideologiquement_coherent,10,12.3
ideologiquement_coherent,15,13.084
ideologiquement_coherent,20,14.6
ideologiquement_coherent,0,9.9
ideologiquement_coherent,5,11.281
ideologiquement_coherent,10,12.085
ideologiquement_coherent,15,13.252
ideologiquement_coherent,20,11.9
ideologiquement_coherent,0,13.4
ideologiquement_coherent,5,11.826
ideologiquement_coherent,10,12.114
ideologiquement_coherent,15,13.895
ideologiquement_coherent,20,10.4
ideologiquement_coherent,0,10.5
ideologiquement_coherent,5,11.344
ideologiquement_coherent,10,12.133
ideologiquement_coherent,15,13.32
ideologiquement_coherent,20,16.1
ideologiquement_coherent,0,9.7
ideologiquement_coherent,5,11.971
ideologiquement_coherent,10,13.041
ideologiquement_coherent,15,13.737
ideologiquement_coherent,20,16.2
ideologiquement_coherent,0,8.3
ideologiquement_coherent,5,11.187
ideologiquement_coherent,10,12.851
ideologiquement_coherent,15,13.402
ideologiquement_coherent,20,13.5
ideologiquement_coherent,0,11.7
ideologiquement_coherent,5,11.112
ideologiquement_coherent,10,12.593
ideologiquement_coherent,15,13.456
ideologiquement_coherent,20,12
ideologiquement_coherent,0,9.1
ideologiquement_coherent,5,11.604
ideologiquement_coherent,10,12.638
ideologiquement_coherent,15,13.842
ideologiquement_coherent,20,10.8
ideologiquement_coherent,0,14.5
ideologiquement_coherent,5,11.777
ideologiquement_coherent,10,12.371
ideologiquement_coherent,15,13.453
ideologiquement_coherent,20,18.6
ideologiquement_coherent,0,12.1
ideologiquement_coherent,5,12.26
ideologiquement_coherent,10,13.084
ideologiquement_coherent,15,13.588
ideologiquement_coherent,20,14.1
ideologiquement_coherent,0,11.8
ideologiquement_coherent,5,12.074
ideologiquement_coherent,10,13.176
ideologiquement_coherent,15,14.215
ideologiquement_coherent,20,16
ideologiquement_coherent,0,8.9
ideologiquement_coherent,5,11.375
ideologiquement_coherent,10,11.831
ideologiquement_coherent,15,13.235
ideologiquement_coherent,20,9.9
ideologiquement_coherent,0,6.6
ideologiquement_coherent,5,11.424
ideologiquement_coherent,10,12.266
ideologiquement_coherent,15,13.762
ideologiquement_coherent,20,14.3
opportuniste_electoral,0,8.8
opportuniste_electoral,5,11.42
opportuniste_electoral,10,12.591
opportuniste_electoral,15,14.148
opportuniste_electoral,20,13
opportuniste_electoral,0,11.7
opportuniste_electoral,5,10.889
opportuniste_electoral,10,11.719
opportuniste_electoral,15,12.094
opportuniste_electoral,20,11.4
opportuniste_electoral,0,10.6
opportuniste_electoral,5,11.178
opportuniste_electoral,10,12.058
opportuniste_electoral,15,12.37
opportuniste_electoral,20,14.5
opportuniste_electoral,0,11.1
opportuniste_electoral,5,11.188
opportuniste_electoral,10,11.866
opportuniste_electoral,15,12.413
opportuniste_electoral,20,10
opportuniste_electoral,0,10.8
opportuniste_electoral,5,11.415
opportuniste_electoral,10,12.235
opportuniste_electoral,15,11.954
opportuniste_electoral,20,14.9
opportuniste_electoral,0,12.4
opportuniste_electoral,5,10.959
opportuniste_electoral,10,11.762
opportuniste_electoral,15,11.496
opportuniste_electoral,20,13.5
opportuniste_electoral,0,7.8
opportuniste_electoral,5,11.721
opportuniste_electoral,10,12.9
opportuniste_electoral,15,13.744
opportuniste_electoral,20,18
opportuniste_electoral,0,11.5
opportuniste_electoral,5,10.104
opportuniste_electoral,10,10.261
opportuniste_electoral,15,11.678
opportuniste_electoral,20,11.3
opportuniste_electoral,0,12
opportuniste_electoral,5,10.589
opportuniste_electoral,10,11.827
opportuniste_electoral,15,11.985
opportuniste_electoral,20,10.6
opportuniste_electoral,0,10.5
opportuniste_electoral,5,11.105
opportuniste_electoral,10,11.095
opportuniste_electoral,15,12.185
opportuniste_electoral,20,14.3
opportuniste_electoral,0,12.8
opportuniste_electoral,5,11.398
opportuniste_electoral,10,12.795
opportuniste_electoral,15,13.619
opportuniste_electoral,20,13.2
opportuniste_electoral,0,12
opportuniste_electoral,5,12.156
opportuniste_electoral,10,12.431
opportuniste_electoral,15,13.203
opportuniste_electoral,20,15.7
opportuniste_electoral,0,9.1
opportuniste_electoral,5,12.254
opportuniste_electoral,10,12.459
opportuniste_electoral,15,12.485
opportuniste_electoral,20,11.5
opportuniste_electoral,0,10.9
opportuniste_electoral,5,10.917
opportuniste_electoral,10,10.815
opportuniste_electoral,15,11.466
opportuniste_electoral,20,15.5
opportuniste_electoral,0,14.3
opportuniste_electoral,5,11.731
opportuniste_electoral,10,11.44
opportuniste_electoral,15,11.879
opportuniste_electoral,20,13.1
parti_dabord,0,12.5
parti_dabord,5,11.397
parti_dabord,10,11.747
parti_dabord,15,11.843
parti_dabord,20,14.6
parti_dabord,0,14.6
parti_dabord,5,11.443
parti_dabord,10,12.988
parti_dabord,15,13.92
parti_dabord,20,14.3
parti_dabord,0,11.7
parti_dabord,5,11.38
parti_dabord,10,12.207
parti_dabord,15,12.741
parti_dabord,20,15.1
parti_dabord,0,10.4
parti_dabord,5,11.403
parti_dabord,10,12.395
parti_dabord,15,12.137
parti_dabord,20,14.2
parti_dabord,0,8
parti_dabord,5,10.974
parti_dabord,10,11.765
parti_dabord,15,13.21
parti_dabord,20,12
parti_dabord,0,10.9
parti_dabord,5,11.327
parti_dabord,10,11.816
parti_dabord,15,12.231
parti_dabord,20,11.7
parti_dabord,0,15.4
parti_dabord,5,11.491
parti_dabord,10,12.275
parti_dabord,15,13.017
parti_dabord,20,16.8
parti_dabord,0,7.8
parti_dabord,5,11.649
parti_dabord,10,13.472
parti_dabord,15,14.335
parti_dabord,20,16.7
parti_dabord,0,7.9
parti_dabord,5,11.365
parti_dabord,10,12.187
parti_dabord,15,13.173
parti_dabord,20,13.4
parti_dabord,0,11.8
parti_dabord,5,11.325
parti_dabord,10,12.317
parti_dabord,15,13.651
parti_dabord,20,14.6
parti_dabord,0,8.7
parti_dabord,5,11.299
parti_dabord,10,12.701
parti_dabord,15,13.468
parti_dabord,20,13.9
parti_dabord,0,13.4
parti_dabord,5,11.275
parti_dabord,10,11.689
parti_dabord,15,12.727
parti_dabord,20,13.3
parti_dabord,0,11.8
parti_dabord,5,11.695
parti_dabord,10,12.38
parti_dabord,15,13.275
parti_dabord,20,9.4
parti_dabord,0,12.4
parti_dabord,5,11.328
parti_dabord,10,12.396
parti_dabord,15,13.199
parti_dabord,20,15
parti_dabord,0,13
parti_dabord,5,11.765
parti_dabord,10,12.823
parti_dabord,15,14.085
parti_dabord,20,16.2
mediatique,0,13.8
mediatique,5,11.646
mediatique,10,11.999
mediatique,15,12.548
mediatique,20,12
mediatique,0,13.2
mediatique,5,10.941
mediatique,10,10.352
mediatique,15,11.271
mediatique,20,11
mediatique,0,10.3
mediatique,5,11.638
mediatique,10,11.595
mediatique,15,11.64
mediatique,20,18.4
mediatique,0,11.5
mediatique,5,9.988
mediatique,10,11.671
mediatique,15,12.033
mediatique,20,12.5
mediatique,0,13.3
mediatique,5,10.927
mediatique,10,11.4
mediatique,15,11.396
mediatique,20,13.6
mediatique,0,8.1
mediatique,5,11.601
mediatique,10,12.449
mediatique,15,12.499
mediatique,20,10.4
mediatique,0,12
mediatique,5,11.95
mediatique,10,11.196
mediatique,15,12.324
mediatique,20,11.1
mediatique,0,10.4
mediatique,5,11.255
mediatique,10,11.69
mediatique,15,12.429
mediatique,20,11.2
mediatique,0,11.6
mediatique,5,9.061
mediatique,10,8.608
mediatique,15,6.714
mediatique,20,3.7
mediatique,0,13
mediatique,5,11.11
mediatique,10,12.091
mediatique,15,12.727
mediatique,20,10
mediatique,0,12.3
mediatique,5,11.336
mediatique,10,11.505
mediatique,15,11.747
mediatique,20,8.9
mediatique,0,11.1
mediatique,5,11.885
mediatique,10,12.097
mediatique,15,11.696
mediatique,20,8.4
mediatique,0,7.5
mediatique,5,11.763
mediatique,10,11.419
mediatique,15,12.365
mediatique,20,14.1
mediatique,0,9.6
mediatique,5,11.352
mediatique,10,11.802
mediatique,15,10.2
mediatique,20,9.5
mediatique,0,7.8
mediatique,5,11.199
mediatique,10,11.283
mediatique,15,9.468
mediatique,20,6.4
contrarien,0,11.4
contrarien,5,11.258
contrarien,10,11.428
contrarien,15,11.173
contrarien,20,6.3
contrarien,0,10
contrarien,5,11.481
contrarien,10,11.652
contrarien,15,11.559
contrarien,20,11
contrarien,0,11.6
contrarien,5,11.201
contrarien,10,11.32
contrarien,15,10.655
contrarien,20,10.5
contrarien,0,12.6
contrarien,5,10.86
contrarien,10,11.341
contrarien,15,11.342
contrarien,20,12.7
contrarien,0,9.7
contrarien,5,10.486
contrarien,10,9.908
contrarien,15,10.448
contrarien,20,9.2
contrarien,0,7.5
contrarien,5,10.753
contrarien,10,11.868
contrarien,15,12.215
contrarien,20,15.8
contrarien,0,13.6
contrarien,5,11.159
contrarien,10,11.765
contrarien,15,11.793
contrarien,20,8.1
contrarien,0,12
contrarien,5,10.388
contrarien,10,10.926
contrarien,15,10.101
contrarien,20,10.7
contrarien,0,11.5
contrarien,5,10.627
contrarien,10,9.553
contrarien,15,10.359
contrarien,20,11.6
contrarien,0,7.9
contrarien,5,11.044
contrarien,10,11.271
contrarien,15,11.622
contrarien,20,9.2
contrarien,0,12.9
contrarien,5,10.831
contrarien,10,9.924
contrarien,15,8.997
contrarien,20,6.9
contrarien,0,8.6
contrarien,5,10.978
contrarien,10,10.926
contrarien,15,10.607
contrarien,20,10.2
contrarien,0,10.8
contrarien,5,11.362
contrarien,10,11.147
contrarien,15,11.879
contrarien,20,11.4
contrarien,0,13.1
contrarien,5,10.779
contrarien,10,10.683
contrarien,15,10.525
contrarien,20,8.7
contrarien,0,12.3
contrarien,5,11.227
contrarien,10,10.33
contrarien,15,10.869
contrarien,20,8.8
aleatoire,0,14.8
aleatoire,5,12.695
aleatoire,10,13.727
aleatoire,15,14.491
aleatoire,20,12.9
aleatoire,0,11.2
aleatoire,5,12.769
aleatoire,10,13.299
aleatoire,15,14.228
aleatoire,20,11.9
aleatoire,0,13.7
aleatoire,5,12.52
aleatoire,10,13.381
aleatoire,15,14.137
aleatoire,20,15.2
aleatoire,0,13
aleatoire,5,12.895
aleatoire,10,13.537
aleatoire,15,13.826
aleatoire,20,13.7
aleatoire,0,13.4
aleatoire,5,12.807
aleatoire,10,13.733
aleatoire,15,14.067
aleatoire,20,10.2
aleatoire,0,15.5
aleatoire,5,12.073
aleatoire,10,12.578
aleatoire,15,13.022
aleatoire,20,16.4
aleatoire,0,14
aleatoire,5,13.135
aleatoire,10,13.083
aleatoire,15,14.256
aleatoire,20,14.1
aleatoire,0,11.1
aleatoire,5,11.728
aleatoire,10,12.113
aleatoire,15,12.452
aleatoire,20,11.3
aleatoire,0,8.4
aleatoire,5,12.299
aleatoire,10,12.55
aleatoire,15,13.299
aleatoire,20,13.8
aleatoire,0,15
aleatoire,5,13.047
aleatoire,10,13.489
aleatoire,15,14.297
aleatoire,20,15.9
aleatoire,0,11.2
aleatoire,5,12.212
aleatoire,10,12.359
aleatoire,15,12.902
aleatoire,20,14.8
aleatoire,0,13
aleatoire,5,11.868
aleatoire,10,12.281
aleatoire,15,12.826
aleatoire,20,9.1
aleatoire,0,13.1
aleatoire,5,13.418
aleatoire,10,14.317
aleatoire,15,14.799
aleatoire,20,11.1
aleatoire,0,10.6
aleatoire,5,11.994
aleatoire,10,12.802
aleatoire,15,12.948
aleatoire,20,10.4
aleatoire,0,9.8
aleatoire,5,12.756
aleatoire,10,13.727
aleatoire,15,13.646
aleatoire,20,14.7
prudent,0,9.5
prudent,5,12.888
prudent,10,13.374
prudent,15,14.168
prudent,20,16.5
prudent,0,14.6
prudent,5,13.787
prudent,10,14.761
prudent,15,15.169
prudent,20,16.9
prudent,0,12.2
prudent,5,12.819
prudent,10,13.657
prudent,15,14.768
prudent,20,13.5
prudent,0,14.8
prudent,5,12.731
prudent,10,14.17
prudent,15,15.017
prudent,20,14.8
prudent,0,14.8
prudent,5,12.809
prudent,10,12.87
prudent,15,14.545
prudent,20,16.7
prudent,0,11.7
prudent,5,12.778
prudent,10,14.209
prudent,15,15.147
prudent,20,15.8
prudent,0,9.2
prudent,5,13.22
prudent,10,13.866
prudent,15,14.813
prudent,20,17.3
prudent,0,8.9
prudent,5,13.518
prudent,10,14.356
prudent,15,15.21
prudent,20,15
prudent,0,11.6
prudent,5,13.227
prudent,10,13.579
prudent,15,13.803
prudent,20,11.4
prudent,0,9.4
prudent,5,12.93
prudent,10,12.957
prudent,15,13.622
prudent,20,15
prudent,0,15.6
prudent,5,13.678
prudent,10,14.364
prudent,15,14.078
prudent,20,12.8
prudent,0,16.2
prudent,5,12.957
prudent,10,13.631
prudent,15,14.184
prudent,20,14.1
prudent,0,9
prudent,5,12.728
prudent,10,13.97
prudent,15,14.737
prudent,20,15.8
prudent,0,12.6
prudent,5,12.545
prudent,10,13.089
prudent,15,13.766
prudent,20,10.7
prudent,0,9.4
prudent,5,12.92
prudent,10,13.945
prudent,15,14.504
prudent,20,14
risque,0,13.2
risque,5,13.323
risque,10,14.393
risque,15,16.18
risque,20,16.6
risque,0,13.3
risque,5,13.571
risque,10,13.903
risque,15,14.905
risque,20,13
risque,0,10.2
risque,5,12.837
risque,10,13.742
risque,15,14.932
risque,20,13.7
risque,0,12.8
risque,5,13.461
risque,10,14.544
risque,15,14.523
risque,20,11.2
risque,0,13.8
risque,5,13.026
risque,10,13.569
risque,15,13.5
risque,20,11.9
risque,0,10.5
risque,5,12.925
risque,10,14.035
risque,15,15.579
risque,20,15.4
risque,0,15.2
risque,5,13.687
risque,10,14.728
risque,15,15.029
risque,20,12.4
risque,0,13.2
risque,5,12.595
risque,10,14.001
risque,15,13.988
risque,20,11.7
risque,0,12.7
risque,5,12.669
risque,10,14.102
risque,15,14.435
risque,20,13.4
risque,0,15.6
risque,5,13.834
risque,10,14.473
risque,15,14.13
risque,20,15.4
risque,0,14.9
risque,5,13.041
risque,10,14.272
risque,15,15.911
risque,20,12.5
risque,0,11.2
risque,5,13.332
risque,10,14.391
risque,15,14.971
risque,20,14.2
risque,0,11
risque,5,12.366
risque,10,13.669
risque,15,14.792
risque,20,14.6
risque,0,15.3
risque,5,13.308
risque,10,14.046
risque,15,14.341
risque,20,14.8
risque,0,14.4
risque,5,13.543
risque,10,14.553
risque,15,15.166
risque,20,16.1
ideologiquement_coherent,0,11.5
ideologiquement_coherent,5,12.882
ideologiquement_coherent,10,13.376
ideologiquement_coherent,15,14.375
ideologiquement_coherent,20,16
ideologiquement_coherent,0,12.6
ideologiquement_coherent,5,12.783
ideologiquement_coherent,10,13.12
ideologiquement_coherent,15,13.814
ideologiquement_coherent,20,13.2
ideologiquement_coherent,0,14.1
ideologiquement_coherent,5,12.791
ideologiquement_coherent,10,12.904
ideologiquement_coherent,15,13.83
ideologiquement_coherent,20,18.2
ideologiquement_coherent,0,13.9
ideologiquement_coherent,5,12.7
ideologiquement_coherent,10,13.779
ideologiquement_coherent,15,14.553
ideologiquement_coherent,20,13.8
ideologiquement_coherent,0,14.6
ideologiquement_coherent,5,13.101
ideologiquement_coherent,10,13.979
ideologiquement_coherent,15,14.968
ideologiquement_coherent,20,14.8
ideologiquement_coherent,0,14.2
ideologiquement_coherent,5,12.365
ideologiquement_coherent,10,13.672
ideologiquement_coherent,15,13.781
ideologiquement_coherent,20,17.5
ideologiquement_coherent,0,8.3
ideologiquement_coherent,5,13.014
ideologiquement_coherent,10,13.858
ideologiquement_coherent,15,14.715
ideologiquement_coherent,20,14.1
ideologiquement_coherent,0,9.6
ideologiquement_coherent,5,12.56
ideologiquement_coherent,10,12.54
ideologiquement_coherent,15,13.643
ideologiquement_coherent,20,14.5
ideologiquement_coherent,0,12.6
ideologiquement_coherent,5,12.278
ideologiquement_coherent,10,13.271
ideologiquement_coherent,15,14.345
ideologiquement_coherent,20,15.1
ideologiquement_coherent,0,9.1
ideologiquement_coherent,5,13.531
ideologiquement_coherent,10,14.294
ideologiquement_coherent,15,15.123
ideologiquement_coherent,20,18.1
ideologiquement_coherent,0,10.9
ideologiquement_coherent,5,13.449
ideologiquement_coherent,10,13.923
ideologiquement_coherent,15,14.357
ideologiquement_coherent,20,15.1
ideologiquement_coherent,0,11.6
ideologiquement_coherent,5,12.482
ideologiquement_coherent,10,13.426
ideologiquement_coherent,15,14.465
ideologiquement_coherent,20,12.7
ideologiquement_coherent,0,11.3
ideologiquement_coherent,5,12.5
ideologiquement_coherent,10,13.268
ideologiquement_coherent,15,13.976
ideologiquement_coherent,20,18.7
ideologiquement_coherent,0,8.7
ideologiquement_coherent,5,12.029
ideologiquement_coherent,10,12.584
ideologiquement_coherent,15,14.027
ideologiquement_coherent,20,13.5
ideologiquement_coherent,0,14.1
ideologiquement_coherent,5,12.811
ideologiquement_coherent,10,14.385
ideologiquement_coherent,15,15.112
ideologiquement_coherent,20,17
opportuniste_electoral,0,14.9
opportuniste_electoral,5,13.246
opportuniste_electoral,10,14.186
opportuniste_electoral,15,13.789
opportuniste_electoral,20,16.2
opportuniste_electoral,0,9.1
opportuniste_electoral,5,13.254
opportuniste_electoral,10,14.086
opportuniste_electoral,15,14.471
opportuniste_electoral,20,12.6
opportuniste_electoral,0,13.2
opportuniste_electoral,5,12.132
opportuniste_electoral,10,13.047
opportuniste_electoral,15,13.484
opportuniste_electoral,20,16.6
opportuniste_electoral,0,13.7
opportuniste_electoral,5,12.919
opportuniste_electoral,10,13.636
opportuniste_electoral,15,14.632
opportuniste_electoral,20,17.9
opportuniste_electoral,0,13.1
opportuniste_electoral,5,13.781
opportuniste_electoral,10,13.796
opportuniste_electoral,15,13.715
opportuniste_electoral,20,17.9
opportuniste_electoral,0,15.9
opportuniste_electoral,5,12.18
opportuniste_electoral,10,12.845
opportuniste_electoral,15,13.05
opportuniste_electoral,20,11.2
opportuniste_electoral,0,13.4
opportuniste_electoral,5,13.054
opportuniste_electoral,10,13.77
opportuniste_electoral,15,14.223
opportuniste_electoral,20,10.9
opportuniste_electoral,0,10.6
opportuniste_electoral,5,12.586
opportuniste_electoral,10,13.534
opportuniste_electoral,15,13.644
opportuniste_electoral,20,16.9
opportuniste_electoral,0,14.7
opportuniste_electoral,5,12.022
opportuniste_electoral,10,12.592
opportuniste_electoral,15,13.627
opportuniste_electoral,20,15.6
opportuniste_electoral,0,13.9
opportuniste_electoral,5,12.711
opportuniste_electoral,10,11.998
opportuniste_electoral,15,13.178
opportuniste_electoral,20,14.6
opportuniste_electoral,0,10.3
opportuniste_electoral,5,12.725
opportuniste_electoral,10,12.679
opportuniste_electoral,15,13.423
opportuniste_electoral,20,16
opportuniste_electoral,0,10.7
opportuniste_electoral,5,13.125
opportuniste_electoral,10,13.228
opportuniste_electoral,15,13.659
opportuniste_electoral,20,11.6
opportuniste_electoral,0,13.1
opportuniste_electoral,5,13.2
opportuniste_electoral,10,14.416
opportuniste_electoral,15,14.623
opportuniste_electoral,20,13.2
opportuniste_electoral,0,12.6
opportuniste_electoral,5,12.799
opportuniste_electoral,10,13.39
opportuniste_electoral,15,13.159
opportuniste_electoral,20,12.6
opportuniste_electoral,0,9.7
opportuniste_electoral,5,12.801
opportuniste_electoral,10,13.393
opportuniste_electoral,15,13.924
opportuniste_electoral,20,16.2
parti_dabord,0,11
parti_dabord,5,13.319
parti_dabord,10,13.998
parti_dabord,15,14.047
parti_dabord,20,17.7
parti_dabord,0,10
parti_dabord,5,12.171
parti_dabord,10,12.029
parti_dabord,15,12.952
parti_dabord,20,15.7
parti_dabord,0,13.2
parti_dabord,5,12.948
parti_dabord,10,13.804
parti_dabord,15,14.874
parti_dabord,20,16.2
parti_dabord,0,11.3
parti_dabord,5,12.56
parti_dabord,10,13.339
parti_dabord,15,14.29
parti_dabord,20,15.4
parti_dabord,0,14.8
parti_dabord,5,13.359
parti_dabord,10,14.102
parti_dabord,15,14.499
parti_dabord,20,12.6
parti_dabord,0,14.3
parti_dabord,5,13.198
parti_dabord,10,13.992
parti_dabord,15,14.284
parti_dabord,20,15
parti_dabord,0,11.5
parti_dabord,5,12.79
parti_dabord,10,14.574
parti_dabord,15,14.946
parti_dabord,20,15.9
parti_dabord,0,9.6
parti_dabord,5,12.15
parti_dabord,10,13.498
parti_dabord,15,14.847
parti_dabord,20,11.9
parti_dabord,0,12.5
parti_dabord,5,13.249
parti_dabord,10,13.873
parti_dabord,15,14.359
parti_dabord,20,18.5
parti_dabord,0,9.9
parti_dabord,5,12.95
parti_dabord,10,13.694
parti_dabord,15,14.521
parti_dabord,20,17
parti_dabord,0,14.6
parti_dabord,5,12.715
parti_dabord,10,14.243
parti_dabord,15,13.838
parti_dabord,20,18.1
parti_dabord,0,12.4
parti_dabord,5,12.21
parti_dabord,10,12.696
parti_dabord,15,13.435
parti_dabord,20,12.5
parti_dabord,0,11.1
parti_dabord,5,12.741
parti_dabord,10,13.337
parti_dabord,15,14.224
parti_dabord,20,13.4
parti_dabord,0,14.4
parti_dabord,5,13.107
parti_dabord,10,13.66
parti_dabord,15,14.355
parti_dabord,20,19.3
parti_dabord,0,13.5
parti_dabord,5,12.748
parti_dabord,10,13.114
parti_dabord,15,13.499
parti_dabord,20,17.9
mediatique,0,12.6
mediatique,5,13.403
mediatique,10,14.388
mediatique,15,14.257
mediatique,20,18.5
mediatique,0,12.8
mediatique,5,12.69
